"vglm_cl_N" "em_cl_N" "em_el_N" "em_pel_N" "vglm_cl_norm" "em_cl_norm" "em_el_elr" "em_pel_elr"
397.534071835912 395.979950945819 382.224812400668 380.513850921289 -0.0311608432739409 -0.0514242014020158 0.0465094912447057 0.0602861759866755
357.010121220518 355.47020588623 340.772391208563 337.865657276527 -0.537095573930614 -0.572750940060386 0.433530141970095 0.544049805967916
367.258440006375 366.07947340684 354.970084875135 353.224521283858 -0.475194607376007 -0.517541588111709 0.390958565285018 0.456393072268838
356.446522724118 355.399531017048 343.569958688574 341.486091597769 -0.721184655340481 -0.721248636332712 0.650794796040827 0.790111645698744
480.403023500326 476.570359525206 453.460314417236 443.320018577325 0.557358927580844 0.548317215240659 0.281348108770544 0.218063636183615
329.646895691559 329.354996133645 323.657861091439 323.528969499165 -2.48595053055049 -2.38859994368158 3.04887256240863 3.12063120979928
331.820419281862 331.299818100629 323.556138230843 323.0831624844 -1.55502687297013 -1.54263160047527 1.7996758601289 1.89350096381668
451.233143273755 445.183844331014 413.071173906597 397.444654306939 0.342937256601534 0.297112806871661 0.019725650503915 -0.000307927174162614
500.949850986877 495.664514543822 466.717897883249 437.28269426074 0.55997518605384 0.576383183538094 0.323833537616338 0.157611848939268
519.666942463012 514.087369816627 482.969903517983 449.092633247505 0.636658776796677 0.646059684225465 0.464192012081639 0.25707983704433
427.95204075731 425.155392449737 405.834255500859 398.817309511557 0.249359095147158 0.222267016827372 0.00678873764263699 -0.000184052696113213
390.013301292748 388.200536059693 371.843076931413 368.495862342321 -0.120458738479513 -0.142928905535715 0.107144658173638 0.155059612244713
349.780499779574 348.920849229192 338.620074654883 337.477795413879 -0.898894422595875 -0.958267446481121 0.806882676880377 0.894408247257616
387.008419307139 384.83718987229 367.095929998379 363.917774297473 -0.157890763179139 -0.183176859499934 0.142543737625147 0.200292293478014
504.748395296083 494.399419963985 450.433724190205 417.955924837818 0.472534925032454 0.459445588484132 0.129485284083785 0.0308698294425085
950.656779866126 909.610467534211 833.979136026387 570.912054698409 0.845178708197834 0.728621509516993 2.63275039864175 1.58981725999274
589.378323574235 578.625209501025 541.069741500294 494.12829424786 0.703518106169934 0.68571155868637 0.974496654637278 0.699497369961591
822.067630797079 767.544939596708 668.965340956789 472.754759575668 0.603235286426458 0.589507615623305 1.08996023464942 0.383506844727435
373.195873718438 371.955037662174 358.65499723791 356.87477468635 -0.392428214577491 -0.447669409888076 0.282381588227508 0.332774854904073
324.271286580998 323.672403858497 315.227249192773 314.614902163958 -1.75981801951308 -1.85984858411784 1.9527904091974 2.10133124395588
389.66323314211 388.035515291746 373.592566467105 371.616644407906 -0.126558384862732 -0.157666003099782 0.0990994151939049 0.124301176970221
445.144158629604 442.045267994967 420.758422924343 410.005509620582 0.382914252848094 0.320089638825084 0.0576159083816492 0.0185971921478085
747.984968403032 730.250941153638 676.716838678459 539.911570288416 0.810673255670032 0.802929101347179 1.88617668024335 1.20717122528004
381.197953382662 379.885512796118 366.795459191565 365.26548715779 -0.272673242447059 -0.263724490095748 0.200107973604645 0.234852462980598
430.143678147387 427.221482948829 406.895158806615 398.587368366248 0.252128083173896 0.242211740065584 0.00764525851809594 -0.000249505447754927
460.363586134767 458.118077792955 441.670903922662 437.811023208311 0.533413473871605 0.522696848065486 0.256340525229916 0.226460547672104
325.423229827723 324.830543054894 316.406990794255 315.429834800365 -1.62994573398171 -1.7651280571763 1.89348175040277 2.10225757120998
677.341734428132 657.983456662864 597.726847205411 492.984645898224 0.732660460418766 0.658074261954503 1.33241317607917 0.767400052545327
688.138577706667 668.45722595113 609.476265598028 524.688574467418 0.751697562900343 0.656574074084877 1.38181880742695 0.987467907900282
386.600245041333 385.367089734828 372.893313193325 369.105374043439 -0.185462912149881 -0.210798109946717 0.148887130770618 0.227087197621131
309.866266464127 309.23903351306 300.901927446238 300.558989674883 -2.45863770622951 -2.44935190472811 2.55825186295669 2.7531697907466
358.24582963973 357.153841865648 345.815611402653 344.562043449164 -0.725979298105023 -0.705352396610961 0.612078301789097 0.691585722969648
369.076567983655 367.733244843921 354.143379624617 352.471885224811 -0.478355911916134 -0.467315951681071 0.37446027021906 0.440166402491741
362.145696385021 361.11562631113 348.806936573376 346.121244148742 -0.637736421233516 -0.623810820999839 0.530570024090594 0.678959561058036
369.987883314186 368.179692435899 351.929022529918 348.895488020524 -0.35461932876045 -0.361635455666052 0.256844333448953 0.329244342382935
369.313859825847 367.156314263254 348.256060553478 344.193655315911 -0.342978445284493 -0.340521964551053 0.270801426515391 0.379413774166551
318.713653000227 317.765319971636 306.061458300761 304.819083707934 -1.63354917643648 -1.56841638205056 1.56577392408144 1.82442890603443
424.091692198411 419.204701953888 393.005156673258 384.892077964747 0.181983183867113 0.13222667109002 0.00108505928346858 0.017504508303773
341.370788433237 339.854343332682 324.008499331361 320.347002861021 -0.912843669212181 -0.889250026122363 0.825314321168207 1.20272312434236
327.343305091003 326.47410899106 315.120474239039 312.390282488928 -1.27484550910356 -1.30122040275652 1.31911181570831 1.7007643473039
328.603329284149 326.790550190218 309.208412647411 305.789272883444 -1.03461185878481 -1.01694585944731 0.975170700356557 1.43451849407484
411.295506938961 409.000602151557 391.748208435084 387.522940041636 0.119267798786775 0.0859989544050375 0.00583249020155563 0.0186559832550302
