"n_obs" "vglm_cl_N" "em_cl_N" "em_el_N" "em_pel_N" "vglm_cl_norm" "em_cl_norm" "em_el_elr" "em_pel_elr"
160 185.427123329237 185.364211297551 183.571798702801 183.509683339105 -1.39974907582833 -1.42633357247337 1.73766475304137 1.77276999262131
157 182.804129587021 182.7398947079 180.955789329979 180.801550278307 -1.63969146502124 -1.5294376361089 2.17984668579675 2.27656521480185
154 189.620470334358 189.489195811285 187.086121192781 187.070194047485 -0.700351931139265 -0.685180135029176 0.618991466719308 0.622885060776753
150 181.152526706 180.824645851996 177.442642890056 177.344352738544 -1.11783136109736 -1.15119546847655 1.17581071882159 1.21425417611863
154 175.119871012814 175.023310586196 173.098980269646 173.089924483454 -2.51925492937677 -2.5027307102229 3.64107061542245 3.66750878338325
164 190.039683225559 189.924509340624 188.018022157529 188.012172151286 -0.902404696506104 -0.929312410249122 0.908941947280255 0.912415634404169
158 209.625760893103 209.414586815039 206.869740968931 206.770282903494 0.502117879546095 0.491601338977619 0.163829938268464 0.160182532119961
156 252.854631232847 249.013038158458 234.567052563268 227.102310463445 0.705020050572942 0.643514973107408 0.650029960681877 0.528041107721947
164 232.087872389066 231.605240599948 227.183598757402 226.113175085852 1.06096891842399 1.00624506887605 1.53139367462336 1.4776822584854
163 212.918579615119 211.499377332062 203.926284997514 202.731215949399 0.370095359255952 0.323219521598424 0.0259025477371324 0.0145031942715832
162 215.655062659607 215.295108678466 211.552742068536 211.411497975881 0.653996334222728 0.613776811039027 0.347557091417912 0.34217280819621
162 193.134077138624 193.04134223825 190.942105884271 190.789189097833 -0.541750328120138 -0.543348865581178 0.44010721013592 0.464672216061899
165 226.042890932434 225.29359537746 219.738977006992 219.63556966606 0.809023520318636 0.76853169553357 0.73229704442565 0.729290468992076
162 233.425078576537 232.650335541772 228.076135721304 227.746063689899 1.02247770992419 0.967444454800143 1.47327820322062 1.45923287312144
158 203.86695937518 203.198670944282 198.944621582863 198.787198931687 0.159069440473738 0.1343300620475 0.00137657360392041 0.00209719764097827
161 198.149970786963 198.044000281393 195.664465053615 195.583836653071 -0.123557942125722 -0.130205918628758 0.0808286675660383 0.0847883038818509
159 221.214074032169 220.416205226778 215.422976918607 215.219265645978 0.67532896910912 0.675945749521218 0.416443331823757 0.410205103722546
160 202.853279894034 202.585734906443 199.78717047269 199.604931263448 0.157137193950223 0.13317768606953 2.71378817160439e-05 0.000270348104095319
149 211.366826365118 209.952815449756 203.436937109418 202.403574996852 0.302248348308027 0.264595623745777 0.0153454454220991 0.00861362033674595
151 172.263572027981 172.230692072531 170.670638151228 170.647075416888 -3.16636937964252 -3.08346711056045 5.55533002778157 5.61431915038565
167 233.511025662312 232.766705662879 228.073416644705 227.87488789226 1.06510138712931 1.03174499231449 1.70885828688415 1.70147544386373
165 226.792108049949 225.477076332481 218.73476068932 217.726018330091 0.721491150485189 0.652027318699638 0.574379866761774 0.544380382892996
