"B_N_Mh" "B_N_Mhb" "C_N_Mh" "C_N_Mhb"
169.437222523206 187.277166107301 194.868059696769 177.756387878517
181.022434735934 196.082371784559 222.747485302023 189.813074480157
160.333197785131 175.498987522362 198.978014386834 175.022025252179
174.59493420139 192.380802013868 245.606590640567 189.333870478133
172.298596978752 187.763730283159 198.855614237007 175.148901692658
162.679586329426 173.878697576665 189.225857029432 172.119213194302
183.799102664681 221.143084849184 224.446884607618 190.921984736633
195.746935906227 233.82589534534 252.428360127548 217.941834804885
206.775516021376 281.175553451455 404.040367887164 292.370379920173
207.394867968768 279.185784646365 292.582882300184 240.018818890713
168.333432738494 183.114327248667 209.249004236053 183.846207338185
180.364085864077 189.884674559723 222.515596809549 186.395422827413
204.543232899235 261.981035156649 370.028000924545 269.572385018714
170.61439349551 188.153299809412 207.002722645442 182.748602510799
168.864151125756 176.428278384795 210.605976930634 175.891070477549
175.895470078181 215.212608198073 289.624507513029 228.3367790158
168.267630259107 176.643621221699 213.321779491263 177.504768651628
166.842568287103 180.267131430502 209.409219808358 180.250978028586
166.807155832786 180.49843399354 205.399916714199 176.899275893819
182.465928184137 204.524590768619 313.033965686637 237.387474429862
180.506529266305 205.068296208467 252.846766160061 201.404089993695
175.973424776959 204.014414269415 210.093131031283 182.678324661017
173.891300957764 204.887649376524 280.826097310939 209.071040915405
170.626153479078 186.17186687593 210.701725588873 186.760618335098
199.410552591804 265.811644958919 384.988151963116 286.632934618458
165.150840811181 183.659153340778 262.65000017882 197.097564167134
166.980741152668 185.158276689213 217.201159712248 179.08081902724
176.760599464073 197.486435954838 270.125784973402 233.989503083034
174.19609007604 197.711186526328 242.785875796284 197.536876065538
170.775802634296 180.008810152089 215.247079325922 185.724294008588
164.907218255556 180.872112737953 216.995158495217 183.081596958307
182.733960880341 205.040993988592 237.238932620962 189.995235774965
179.096240222105 203.564088970056 250.494524501322 206.40125665429
165.550245783474 197.655446400906 246.910513669287 201.071950119717
162.185566831438 179.865335476084 255.630335571837 189.689474806425
196.620551511814 249.588875294722 355.710656840413 270.039322259302
181.37405670877 193.196645831797 244.902677728222 204.978715510684
174.538604131146 189.874955394617 207.882383277467 176.883603158602
175.294384899825 192.41507646482 215.815288709606 185.890359333568
172.975322926053 189.393642030607 242.917270843111 193.321646588051
176.782965293982 193.302188658039 270.122513075336 207.329245576806
174.460915616783 198.060676833527 241.071945271461 201.088089761342
162.344406077947 176.938530874377 226.392660055242 179.533372000802
165.446008763416 178.676665076644 199.925960144887 171.579038917184
172.406724442722 197.73328863675 228.222570515735 193.766236251903
181.980214239718 199.015754512179 240.332196806428 190.72116132781
173.963463702292 192.486419289638 252.722038033567 196.227186274949
178.000109588275 192.932767504391 218.109434411304 190.408519977461
170.841526477103 214.541012164953 255.159230023658 200.856099632724
185.552544487434 218.831396936905 252.109865353317 216.892070241999
166.476860141449 176.933526376475 270.604076657581 189.203478085214
222.327241685795 272.151303052984 327.437415893314 240.855350645725
190.578482981555 247.627419789087 413.642115915096 305.505454264321
186.757688063433 208.329847453874 272.047222944168 211.688725786724
176.101958580754 204.62239683385 238.57833689734 206.211183420689
167.376860828602 203.996135778749 214.714293344416 193.996954614422
172.925572398881 206.584940304901 244.204366263605 196.359802440614
171.655218745313 198.571918986589 236.892552383164 199.602931593412
165.100239859315 174.654619102688 198.040921431017 174.506907584874
170.001917828464 170.403901473375 198.398412578629 169.628384735675
169.517322947119 191.243453408843 221.328619980757 184.682102366924
174.387303013192 196.412489888948 249.528838273618 200.876362232262
190.426209065502 211.698460204841 291.389915642043 203.320746495427
177.955241951562 208.005515886381 235.240478993582 204.812455598034
180.391828444497 188.025721550869 253.037606768536 181.724690323266
165.308313520027 177.061243345575 240.370406467025 187.293701629052
152.726181984244 157.184769413482 174.048550961392 156.311213603744
163.421464140475 171.362368565983 203.402192367884 173.148651207852
178.953381423767 194.865703397969 212.514040144765 185.07163618582
161.407776395256 176.257255663326 255.813451947455 190.959773735632
171.919435251146 173.673064977725 212.021207713816 176.156614612181
168.780296256905 185.325309384431 263.466017936331 200.63605741101
171.008295627589 213.333738899323 265.159263311335 223.066441672023
155.761947924766 161.50466389297 249.668313985135 177.326428951051
182.421123225477 224.904101825797 199.588669972675 185.314987210863
182.378789027205 213.96709625354 265.470566432125 209.655701493742
162.790016043483 189.184418716627 207.354816497866 186.905122333339
180.050118619701 190.208470908593 251.911740108962 196.505834804009
170.736552343367 185.841015403527 273.505402572109 203.743678062693
153.126659822309 174.63160502287 209.764238961584 178.584373771997
169.711407852019 190.466288614721 233.97667595622 194.114720738616
175.890666148319 197.642664629466 256.250511979597 192.152681189017
165.945782370398 173.192253158168 214.96262001768 179.714150233229
168.59043951114 183.300963961694 201.136128951503 177.517729005677
166.626116104514 173.919796492252 224.820349241588 184.36505542804
181.829704621597 218.290003787872 241.65364256889 197.527826624005
173.500501007319 195.278947240926 234.953562696304 199.44123469397
190.238100048532 204.865883204973 316.158902369568 226.814287225663
170.394620137527 193.681068948392 294.373450844648 223.166166727061
180.537055294735 212.631393028974 283.609155609022 232.901901466705
172.751878425613 190.431094453495 229.898388249058 181.132192448585
186.692189801838 229.503972955712 310.646617519857 234.482712097485
200.142071365525 222.915675895337 276.910322439956 229.904798513061
184.170095522705 187.538012082082 234.223226702748 184.850716621833
169.461497214452 191.792583529749 201.820655732679 181.544453690333
160.793071941271 170.544670614392 213.579359504378 179.076637452
168.497429063923 176.703956119875 228.935779330079 177.365258035512
180.133186603182 197.348508548356 278.944949143643 199.541431619243
171.507520149121 185.779871698327 228.507880119684 180.041915022766
176.917057899995 196.784633150677 244.552571281031 196.24970275689
166.987994748187 170.986772503031 303.645267265226 181.039391803613
174.488675725729 200.22319220578 218.976163723626 194.756033615872
163.88668792431 175.548224573512 232.443978232311 181.134536597061
211.521379647792 262.604025266376 270.024096897915 212.896178440543
171.458626530645 207.837888044594 247.055883121765 210.72152808978
161.099768606452 168.036158017287 190.82624181555 167.386025517848
183.606629202268 208.121405226885 228.291438638306 195.762250931877
174.917078301745 186.32093942589 222.48075418715 187.418177839081
170.691882208369 182.730054130507 222.120291668128 185.945633489503
168.988872316254 190.71791768297 219.858740621385 183.797902919067
168.029656549046 175.816462910713 213.629714651022 177.730729764827
182.952417208324 205.071629337007 216.975828907341 185.722698843986
172.767255882896 180.158140604923 244.083128897998 190.530467733128
180.161162968025 213.268883641715 244.223864785201 184.493010840812
170.824626423911 179.715246551089 240.169199887169 184.047281625374
183.114245599448 222.37144577356 253.364878532925 210.91740284541
179.303221881682 196.740798176512 279.759387864684 210.68183164869
188.287408474037 200.973235245886 271.571728930988 207.196949153593
161.941370564383 177.5377118957 218.322559029635 187.208368693405
173.879552539964 202.023567257942 242.042514066166 196.235856948029
187.337772490044 210.827073875969 319.086823111084 240.553117554374
163.281784172788 178.090271844716 209.259840795536 177.921917460067
173.460216318956 186.350168931006 209.153486344844 182.556952101492
188.959216797534 214.521391389294 342.624575071671 226.39238130487
171.907694379375 185.335365038251 224.731599284183 182.015659938086
165.73456248118 174.998058179035 211.932889715648 184.901990347302
153.875970280608 159.064383855084 195.144845208017 163.198905814073
170.581463534218 175.584092026226 215.032666561181 177.526987196214
154.303056645396 188.051335182824 211.011603076214 196.527683977032
173.084308712793 222.118057109625 242.543736038107 206.631490750987
181.629391262052 200.812208716325 422.865480658823 263.049678582396
166.437145673642 179.379441740079 217.330862288799 178.695597615489
169.949198577291 194.976768145887 207.457157418272 184.10162616245
170.981608227852 198.340203851082 258.824767570986 191.786279054295
179.581614650923 219.261320219162 248.660807537627 216.454422034384
172.063163130825 184.119670984413 206.105088772846 178.878581051288
167.612515173355 172.891565790221 206.747491409716 168.36804185563
181.377126886333 194.656403763298 244.963697271959 185.777420851032
171.04529389964 217.813021024809 223.451378973223 202.894996688354
179.159103735243 195.508690876427 290.714977096209 196.026262740912
168.214889258619 182.206762522423 199.125502606035 182.154392442659
170.758906128998 186.146013733296 217.06612217635 175.018474812425
182.194833273135 223.476528236144 237.292643403903 217.727971137522
171.450755893481 184.311653523253 251.299822565352 203.425505215929
164.996915169933 172.433894912679 208.352419063348 175.550598177909
163.676436704395 182.698000812407 208.294895137457 174.415334549455
166.379181123124 177.247174067965 227.732351773988 182.240530911498
181.261514559714 204.161055763678 220.617811470379 199.81292706711
165.341089894218 177.610217976607 232.916829208014 183.292338696887
169.123549111202 181.145362274794 229.572297859085 190.225603885394
180.817315881877 217.118692305367 276.400096424691 225.792026452723
157.620775212009 165.118322340193 208.852134846359 166.503113768013
172.316707680192 207.952202175977 315.508960697729 231.34903213723
161.619779323422 188.231291181108 219.700601378975 190.73755517193
191.178356348329 232.216887565583 334.275627303582 220.173268651609
178.109388905934 188.428459768589 221.990234906723 182.591115949874
198.047945773161 235.395951204041 254.838618397495 206.302889118544
184.384346517975 210.068224492738 234.559216930392 194.619457915596
181.303695405054 206.509210322357 225.013728872531 189.468860308623
174.830465669947 196.319013127531 344.310763457895 229.381852533761
174.570781745722 202.26959246502 250.393712839622 212.94538393006
179.919064036072 204.6726547803 240.749788902222 186.922259316751
206.44136062794 237.965028893341 282.139990107791 220.990782877495
168.489236666206 184.421859347717 215.542373560652 188.994358782793
171.670652572559 179.776265541979 240.630980270597 189.816029370013
173.422779182231 195.901343211356 216.41903415271 187.606629438439
171.573758825655 188.674611869761 208.947721646106 189.433173655156
188.151278072949 229.679670893452 248.461031467353 205.321083593573
170.10115841445 199.956334431743 268.724688244269 209.631596285594
176.213814546459 199.456745077385 262.552127245278 210.351054209952
183.560564305433 197.59797891725 224.202710992872 193.893854518426
181.899069755266 202.338696804803 243.022154713448 196.955717628922
175.465770270256 183.819580409824 230.350416023922 185.218173922214
168.169910453159 208.517847542071 232.435213575457 203.9895747706
189.796123268208 237.886316769543 370.733938620369 294.681025916569
182.66217856597 209.475380079843 216.055794676485 188.62218432944
174.519828552784 188.125678369521 232.297182381009 186.687040951221
166.61922033177 181.92102840489 242.848629217184 196.840001880567
194.474198135787 266.755463576552 295.188774758867 243.933536118881
162.315865322912 187.666749051073 215.67307959034 188.143606467987
165.506424198303 187.052183382753 214.761468432827 179.148867487723
177.449125390705 195.219576401744 220.256707679737 195.364810819079
189.121928444353 202.968090318263 249.999651808413 204.119401947467
177.201076776919 205.563353692213 254.363751985456 189.121867697137
192.527627677755 228.567635982342 275.884251080895 211.547514739019
173.025432887644 179.07095914855 246.14237988547 189.205600057893
176.506714553879 212.786384519735 209.925119298207 195.611609017049
167.547690895523 179.933778491035 221.473404766059 182.55378870375
175.268592408188 197.175537883572 253.248815818265 195.265330554634
197.842157460985 253.23661674863 369.893924144414 270.80002454214
158.710175066509 166.554740678241 192.516653538709 168.086032770971
238.008337197794 309.131639661927 447.006812094001 277.837183664467
172.845259660528 190.61963538867 311.538900534326 215.630266898002
157.288482151929 161.154361104749 198.947073897442 166.068102928973
183.330327999658 215.771638411912 261.040991390244 212.692916774893
177.995227443747 195.345341081245 222.346522794693 191.28010623539
172.689495148279 187.715055112155 242.825572692453 192.665726636542
163.642528958522 184.525675405821 214.045838824935 181.610451940073
170.012509869193 177.21345818086 266.026598140445 194.800968029008
184.635670619094 223.848837872104 350.175846053987 249.782962021531
195.421080925655 249.359642452778 290.581845655206 233.089927340187
174.230972223245 197.013445082421 236.947988446853 196.418353885844
171.115817721418 193.250204031247 226.10919964755 188.720958860179
174.467714873081 184.051449443986 245.321195930091 189.560188654625
162.25286824262 172.592908260768 211.845089583042 177.72453651624
216.475884666068 255.550064267091 261.539323894354 205.683368277498
183.833965771885 210.470240244519 223.967010043369 193.106483774266
210.611074868684 302.206807880253 323.177486381477 250.246536711972
183.39987778895 215.152724848527 381.072245599051 248.912266661593
170.135830645288 186.729134011097 241.109586745409 183.884540865397
177.34337680686 204.206937665774 211.578396149922 188.636593333873
152.782935174106 168.44364053211 204.480653142231 159.979597218901
172.588595730459 176.258792241884 214.98899918365 176.46240171732
179.025285147743 188.207261624533 225.409060768779 187.111282259148
168.27128912019 198.175159689333 276.32952088596 206.464026940916
176.964717488688 202.615944756226 261.181418023169 203.201040684426
242.430595524501 338.203789257018 315.414292000385 247.666786055388
175.591868880473 191.78539309797 245.372853330352 198.463627504795
187.306119465951 211.386845569322 316.15795364733 225.037908494934
174.38805062278 181.12956979207 200.469257188044 172.291093878117
167.053890416348 177.492714284942 240.8638563517 181.65025223849
165.310497373654 184.550967590533 235.417854242347 189.378773015257
153.648081311511 167.212900169689 192.827503549257 168.065952518534
161.966770653012 199.587901222615 227.656459204236 190.033474796891
182.888995966574 204.15975038698 246.647324337972 199.113881077953
174.891543791327 194.224766889969 274.615808636042 213.215673234677
184.431472122908 212.818567887363 282.144656096462 220.280189190689
180.079627100489 207.868686070252 248.835520870739 196.853522841004
183.37074270889 209.193021039847 276.607492196518 205.021634692239
197.568011514218 217.619271154186 276.511606245744 212.203374672
188.431507432751 238.817152607753 298.397058730245 211.266545539479
160.874290689788 173.881371273689 267.038008098237 187.315146943079
158.582189575093 164.902670783302 198.233596157294 166.49357870733
170.16113590871 189.009884024334 218.957442708139 189.877412570205
177.265530479375 194.060304787003 240.594281450796 190.118100473324
177.246580357818 199.253991313693 219.152434357555 192.120799401475
177.533278006845 188.258985003238 233.338983120708 190.097820914992
176.280067342661 195.647128443288 219.701720510039 189.591109621024
197.278512649513 282.66815048852 300.844788807862 254.522482673931
180.046354089073 235.901422350025 243.769666541225 199.491849015022
175.105264061577 194.340620592581 202.131668575006 178.563405264732
171.666093611649 182.777735681748 203.015612361327 171.517736078362
191.428636452649 245.802009020469 273.478816128897 218.904980528905
172.729091890853 189.410229859282 196.946356027546 175.856194017782
154.214738174654 162.778294688502 198.230534935494 159.366624491832
175.295184473524 201.555813815666 262.919459391946 205.76403817479
175.963938324806 203.794585070481 248.962493518833 213.239850805867
198.557432804795 241.383828423904 379.261732488176 258.670849095087
152.032466973749 171.08429488923 243.724851197736 184.049154692459
177.750768797353 237.163869190089 267.546825499243 221.288231170185
171.962970906542 192.246727609565 258.524535473418 197.743788857755
170.348449428546 185.150508101942 248.955053171438 197.118954342574
175.810023099777 199.620471826945 230.64104875382 200.356795327594
161.744005790371 176.349568294602 198.159258259501 170.577602602695
187.087507581135 202.335395006968 328.711306845787 230.324324160501
185.554258716909 211.619411563351 250.419007609455 219.169247053647
173.013312068352 205.128934301141 252.327320897819 205.869962903344
160.812663656413 173.071647166373 256.19951487983 182.425373624833
170.823872806251 178.051358625905 211.503572071793 181.931734557685
171.579813434009 186.610916692885 232.380796949957 187.682859976719
180.09114918556 192.192836348138 245.929727299936 193.801174247597
167.727148258356 177.418301022895 190.477884617847 168.005209385145
182.922608328077 202.146809403831 228.554685331144 206.950796243755
176.876576972268 196.442484957519 253.176155455552 200.196788976558
165.742812591516 176.190864585225 200.198551532842 173.603827686032
181.310413633285 201.823284352085 277.808840064701 211.755028279344
174.970674436163 192.840747834017 238.851222415765 197.989151215694
161.75914812487 166.768935588474 204.741163136883 173.537721386325
173.602375416895 202.453136307065 252.655506520527 200.393789494905
237.21478623414 343.359067433397 650.197903099684 399.81425929825
168.93045634394 180.314081355173 221.287422814184 183.24210079464
161.722312915042 171.667033878635 210.82559678367 176.379361249429
185.814747264027 210.621517428781 221.483998857971 195.682543019952
212.457145867295 264.077710146259 304.184173543737 231.033802847848
163.957486733783 178.856889082539 247.320089227419 179.325894374746
174.758057483593 188.182760263017 225.445477536499 182.738046869153
182.612420035692 223.631123684695 264.473109243128 233.465952311707
170.919593679695 184.636577963921 234.575676616856 189.727328088386
161.043596974512 181.228602931139 204.945771869543 182.10054509493
164.802755181566 171.746422778887 211.531725224139 175.295737988061
183.04530390713 205.488148710799 203.694285765571 187.45311451923
199.481064621278 256.712617161137 253.547727085952 219.660347411904
181.890936196736 193.882029868302 233.567586499597 186.223856711357
171.92709676775 184.209351817558 219.935232315149 184.72339602123
167.563406229811 175.347461674381 234.084007050498 185.973244907622
177.514078379522 206.362793187302 238.988155557567 198.972470391749
