"B_N_Mh" "B_N_Mhb" "C_N_Mh" "C_N_Mhb"
174.036821286026 205.723350113042 245.031157440381 202.723932434362
196.914108979857 250.063022745242 286.910561009135 245.325405267818
167.210938532469 184.708297334436 201.53933250107 175.725014097989
168.638387827967 183.02220957518 218.944064504687 181.750191474731
172.376688866672 207.496756500522 253.845776907946 206.172620217134
176.082758107533 186.302303586013 201.391615209153 178.953031115763
152.36552446703 165.14514645638 212.930787398679 182.884771503249
176.811092326282 201.620913702937 232.605966142768 192.618400558968
165.54178064207 181.47100924122 217.911065693665 188.984790610765
255.55269789548 346.921974036943 430.018010171576 284.75860232905
159.569438248776 180.935705929339 214.62346094428 179.540186623333
173.773356025078 196.099341976403 264.289679695446 200.232387950965
172.826427384115 189.361854861268 211.546713396996 181.274284707869
213.336257530499 307.651826834525 264.991219367842 224.592965311994
177.910679037878 186.950609188335 216.751307058158 188.87244391449
180.833067920625 202.256892799264 249.494542275344 203.358114733623
166.568483623132 179.126708150319 248.063743406722 196.144892419494
166.373205580437 177.710339745031 203.613445107091 172.664347898649
185.607605905936 216.886293438169 269.329350434065 231.68369608823
163.317551241515 183.222139581018 218.313698024869 187.587825197974
176.023543047393 185.00965320397 213.581273256119 183.311378909536
196.176019420219 236.754067560868 286.429485713046 233.090937616107
170.126887596616 183.689501367329 223.620684729606 182.170177361788
191.975001521396 212.912608031797 219.461661508488 187.95923727782
177.356783835768 186.396539092285 231.710964029519 189.673385522018
171.084172587235 180.650601484651 230.373784900267 188.28221026329
176.806802828644 205.327145146636 269.068989626053 207.000571913489
175.160915474024 188.319855672971 208.38414577501 183.648784478541
175.051725290139 203.979382851235 203.794856127815 180.401816907126
175.403573821099 189.801420830881 267.453511764071 209.681156456308
152.984076250966 154.86167865241 174.766080824229 153.861372334112
176.458535408101 191.921713746023 235.656540753446 195.704295671722
183.971766213587 211.951126695327 212.868035658608 187.497968650588
194.317784148218 241.358210478928 386.708450295289 266.077102055282
168.939139533093 186.292861678404 227.81109939435 192.702424435581
180.589833686651 222.879579838498 248.945570992989 206.760843940155
160.206907705179 165.816314108754 198.680276901464 168.542720177417
154.724654699443 166.082813893936 240.015588886754 183.111078642721
170.096813486789 181.468305323894 195.217782572544 180.298863531069
162.719859849725 178.180632492266 212.489475046239 185.240315012491
173.127170956178 186.822582168624 244.85735765579 192.663706186212
181.080896480754 207.258991788802 256.934432742544 227.324934664729
174.027622320534 186.689957483289 251.402386689604 193.136151235154
166.531746185809 198.523005136371 199.338407005388 187.099464270703
176.873360467315 211.987649665849 234.130831000212 194.259177170174
186.311592879733 193.619323558665 253.010553364965 201.748947936674
165.372570031749 175.742759186938 191.63831328725 170.342976949806
162.136131408675 179.530488524636 207.619892597936 177.042968746646
176.638481303998 191.361243041438 232.802272293566 197.683816528643
250.794545356891 366.374228776251 464.526104758806 287.210765266125
188.131177704608 195.403775568827 257.529624432086 195.082351470333
170.480262406153 180.130463426603 211.607858659998 186.108699573783
183.497888012416 210.844997554649 243.362790506757 192.069334844592
178.723513052201 198.480672781556 266.566146091552 209.006585609747
214.385435041762 379.80497296086 339.286680621021 266.442508169508
182.964899956242 189.641562087596 243.172589250078 185.563066812462
163.627771131718 171.291462023066 231.426874185939 177.227637964139
186.149071765558 209.612876185974 248.407271823843 192.612607159718
175.152336303306 182.43881003197 254.016152124013 191.757121558548
185.444871699338 196.902646191581 206.730859595367 183.8464258737
180.333493988231 223.812377947336 298.300465724537 238.200943585797
183.028753163423 216.092605375535 254.032829177447 229.983866848889
187.661868131073 217.514188819558 282.09465502585 221.12730399928
165.682824885949 175.03634878733 249.975455461267 181.275146075676
161.069645484825 168.028829354821 226.34685710403 169.377861543456
162.975331754045 171.904130660282 197.362580170064 166.397163699095
175.274239340926 189.589566326791 221.607592381453 185.532861524064
167.875291967514 172.424391606919 197.315883498988 176.858265907222
155.837419678467 170.815257020199 210.837889293959 173.281750710045
179.161799669812 200.294427797205 275.623611302076 203.272986706697
186.423661017846 222.664378482937 260.395439181722 206.18602686394
179.459543183207 192.777233899219 237.08436193052 198.383316202556
171.464176146567 180.562453760032 224.776869353722 185.420016697083
166.132511793655 178.853721175963 235.254942813767 186.773962409994
169.944621809046 187.149655035629 286.677685771199 226.400946917907
164.697154636807 175.983675078359 224.818118527133 180.329029236476
172.845016157945 192.500027378673 226.968971926344 197.832323847886
182.331221149493 201.83145373866 271.651178720227 200.217180740135
166.382353186449 176.235106367794 264.6112377675 195.952362241018
163.041495666655 182.845218171978 223.480980140192 192.308778063397
191.93831626951 215.85158547883 250.856990189691 196.731918853209
171.792637506682 185.780806773477 197.677732918825 178.403217501808
169.523595639157 183.064983405273 229.178764502541 181.841196014521
175.270859868214 202.735203151995 258.601763760741 214.511015321363
165.431970398091 176.408004880747 203.29261514929 177.411710989193
168.101164156456 187.635990037022 233.052170510678 186.335658010083
160.000792345896 185.333104727107 233.057956128245 187.257859723934
166.854893788751 173.661983602833 210.611191014885 174.976896392931
190.78917934269 218.465649771152 252.271454436221 208.325212889736
170.159477242305 198.972925910881 282.194541816881 209.10131162757
175.770298637994 192.991936370259 230.301586564157 194.16441987915
180.21991809336 197.722632420641 277.554598582955 210.408621171302
163.559514693254 176.795286890314 245.888112240662 181.13774304439
175.887821332122 192.743427957786 239.786383817853 196.274891946469
168.78701068581 170.745255412758 206.398332439974 171.094598089668
178.011630890691 213.473728839018 387.752106309893 286.05154103901
170.317360821041 172.775971517456 218.474984839037 175.442532196956
172.610522136288 189.441159106787 239.078062697757 197.579658785827
176.768991899106 193.873922095556 299.619865908457 211.491220951018
166.361377110738 181.73225895171 208.546449180082 180.204552034206
159.702417743618 166.78870742496 195.777946991837 172.31904505757
165.858084070352 174.109634719492 219.874071149345 182.641730954106
172.224794548005 193.202096388872 239.890847389886 196.627639040048
172.84157278273 193.803476762277 253.715539234061 202.899380342773
190.002479903562 204.375824217957 279.62523855036 206.845772255939
229.039165729431 266.424495968881 358.564650810045 244.346312750027
161.794181308957 169.082925281731 203.995750233787 170.047531547215
169.421133936429 180.41322657169 223.592472220206 185.97178616746
191.995598847549 223.597853967654 389.26048319928 240.466553598688
220.225681374259 273.384515343207 325.721078453513 238.448129084191
166.856447180092 178.897268840755 231.976175607307 176.311571653815
179.348160485541 202.259205535559 277.547142281071 210.396482101196
162.155306341301 169.575220289017 194.039352329279 169.465457163303
168.145795131833 181.468884858367 239.711034498547 188.273103918652
183.651664910578 210.489406602 222.398333591817 192.777371970267
186.44787909741 213.265101190188 258.991052173577 219.688197599915
187.78797734882 254.331856130364 261.289851771866 240.496728889048
176.158375239466 192.989357583145 196.623353115321 177.423510990178
164.814359728406 172.15290069703 186.631231126 172.742454505106
165.116439775521 175.920963776873 190.870033962088 175.184020908615
171.339206530377 184.832799978811 226.521266088204 195.603622439192
203.931847779745 242.471763887891 354.243763746891 245.065900483967
182.191962491057 217.413606574891 229.643597604915 212.79969633602
174.826927622715 189.951082611238 278.743359502022 201.85843724268
163.080213362901 171.72178804368 181.322468962531 159.18880050765
175.605381506392 195.33654779873 242.335621618091 199.989464932583
176.682990604364 189.383724202927 237.150105783412 188.902814481338
168.372305327722 185.29051410188 203.513771277108 183.761075551661
169.091730684565 178.539280854485 191.113257704506 172.727348034276
165.543432284243 183.205638404654 203.357805320085 179.141528056227
192.572979623436 221.617111324492 267.362286101763 198.031757064431
177.81324034463 233.246578669511 258.836369159017 227.498000768068
176.618347202801 180.969868359365 221.493367756822 179.923509919645
175.190247081982 189.111931087179 267.951738456658 197.782916563559
185.039814464836 213.726370082182 261.083080048895 210.541619871664
179.358330338908 202.169931977267 231.782326030792 199.625300196298
187.917719712997 223.880737813303 275.855861600265 208.837946036596
164.589148600091 177.833744279295 206.870306391986 173.958763252842
171.69482099643 206.332376812073 281.570792439725 221.968725403186
168.212142556836 177.372664750538 244.530010695823 192.072501533456
174.009941692617 186.302585851028 279.951460287377 194.435137393485
201.474979030794 245.197005644482 341.876570133226 249.36743424353
189.686916104077 218.913806706835 360.154003978823 238.816607110646
182.153533876645 206.634586181914 253.823536181456 204.743289214961
172.787286730254 184.342228981033 219.724260442036 186.279836481039
207.896018861072 249.052036669636 321.453631032032 235.399388031325
189.67520763849 209.095943131506 276.636483421199 205.669916708853
159.594936087288 166.623034149801 205.807405107204 166.512314398076
175.2917930846 184.968379966169 242.667049410702 186.985282011907
173.747480284054 191.831942978927 219.238164816572 194.697269849965
161.698633201007 181.9065889379 239.777404828053 180.717254204437
165.307248817616 179.900752780035 272.185193630998 196.729270041398
165.757718834995 172.538041145061 189.415422438682 168.895589675826
188.157569273412 222.38128090199 269.007429758196 229.707127094823
157.738273670903 170.429406074775 189.865959608221 169.71755328632
168.892301596711 174.824863759806 255.02942469659 179.841891011058
170.027298879108 181.009161795016 261.659137009112 182.128308517489
170.774912853699 180.242424617774 201.410699465352 181.183378661016
161.716235551971 171.735686020087 242.020829429936 183.218548802863
174.692422073048 198.427655830565 259.079089858049 207.807393168506
203.595741383054 251.79339889187 254.554228389111 208.475955545579
174.460515800115 196.450616866023 243.623728856542 203.524667942225
180.889070544318 191.143445472438 250.564250300081 188.454926904379
175.37514059605 195.893976724279 229.247962140114 192.90974264529
181.882699909538 197.798951713938 264.017436812785 202.869448940288
163.405842795337 169.886521062934 202.676874619232 165.886480911154
176.90916075065 193.326270597844 225.489031189825 197.735958692236
173.070991075162 189.00778401504 273.602986125723 200.9381793613
153.394054529602 167.363928054121 213.515879359866 176.711129828683
169.958378681848 181.729872998656 227.266122950623 179.191625103217
174.764421333494 195.47448741318 234.057051548076 192.839672476564
192.940495091572 248.561865539411 325.73910784455 253.20603958882
171.666046971613 194.288310106243 247.251198342548 194.290084254848
169.033039119177 190.16159497294 221.143815317344 189.544690705862
170.717381791943 180.588598734719 203.977622675272 178.185150409475
170.368086395617 181.610472063654 212.027595702069 179.483099394721
166.706918953457 180.307103127784 220.043208583327 186.31315693067
181.78140464146 215.46951173924 260.839081586058 216.470192706406
161.447466349564 182.671278922364 225.681645522866 185.641351254122
164.035365315315 188.436132928612 218.468193215657 192.505813806093
195.577586883696 199.076567867587 240.446198979232 192.566050264409
187.439426707747 212.706598459123 294.938406250385 222.885535173846
209.45810508512 225.074177823919 398.522547933346 237.674286075374
172.731433674443 190.337615656555 191.361998754031 166.583705269764
165.128617439078 177.152453996871 231.892039893928 171.311412977623
168.980880613752 182.713699127763 232.818057553857 186.543801272403
175.563447255301 188.763940574801 234.597641473286 190.612416210903
181.238769343078 207.877708835528 262.670106312473 196.581210428355
164.240008203774 177.296285128667 217.443873776577 178.770250607463
204.141926407971 316.263678370482 312.57522891944 244.869532621167
175.498847915784 192.831145051273 262.247273923304 201.686293050355
181.172227884151 228.213629300416 274.91879555846 233.586230159073
169.967668286969 206.150085843888 248.690305201036 218.202772559366
171.81573591882 201.465847235932 207.921284630403 184.561764435288
153.727098422983 171.579397138231 190.044489178261 167.44721519101
166.896847610223 175.292473451888 195.269255823267 174.348354745365
183.593366114057 215.368603596046 310.020454723503 233.101637295524
181.894964529094 190.474353226026 244.574239350567 189.518584305665
172.248275471813 190.685235897056 220.692079704914 189.29850385954
189.814839808262 212.405542395216 290.09548474197 214.118164977869
186.02888472872 233.860590994509 214.090468165751 196.684318567819
179.479084055728 214.546299389879 291.866932436056 220.992963715898
172.647931849002 183.80067684544 266.48020171482 198.078794860803
173.99326692063 214.757776213549 349.804712473051 218.246081366151
173.29704934517 196.01859125928 205.327272433996 178.233555501848
179.65498997011 188.153776808952 222.455643529382 185.271148004234
171.243768664433 204.846948559745 224.446913371542 200.350507983946
195.745955944342 253.54592712233 363.89120911773 261.239642814445
208.8230442167 227.24687958929 505.785314882876 254.856404236575
183.511095835843 199.455264134477 271.217655016441 197.98621259333
165.160146750418 179.572944634206 197.191911056379 178.718874628812
164.785300069639 177.183388002667 236.291173122105 185.6806704172
165.566312971443 197.098564612669 243.676119750068 188.49204422209
152.580738912746 164.0271999369 225.745537599508 171.323086585949
169.089592740475 178.542890570539 212.050235858351 179.784689566574
168.642824400391 181.936723591545 251.643659962002 187.724844706501
178.010843662075 209.830262009869 221.80156750276 193.577920523463
180.007052293387 204.011964277446 308.625664700773 207.855612285522
173.314158162938 188.549921120961 212.264816670025 179.102337923951
173.739853825946 181.853952231448 216.324053183115 188.686291372098
165.396733927866 177.577841496157 206.855618748965 177.340211180552
182.657614281438 190.550909520736 250.332674157463 196.164315281247
182.164214438283 213.051532762647 280.297509046299 198.222191150329
168.468031362417 195.828310671166 225.40457735653 188.609795832477
170.481965570296 178.211167956029 239.431784950241 188.284415258872
172.550499447271 193.747716213159 236.414174411276 194.541511977335
171.598246258618 183.633252686326 233.500865127178 187.334528518274
185.47453030802 222.75946829811 313.243648184788 248.907902239367
175.174243954658 188.585341267307 227.959130167364 190.516434532846
177.181613511541 203.152185509303 230.162876633082 193.741346113645
162.618024771754 175.610938911207 218.019526799798 187.01344445741
159.313276714832 178.070367009493 224.551923045412 187.200621939305
184.32367222213 219.66898944926 293.237027893015 235.054977698616
174.869088840044 196.111895137034 233.885765295451 189.537812703087
172.180467860499 180.404771694711 203.257075029733 173.078495929044
183.437754225736 208.483959610848 263.614596753478 213.621123066076
168.198054056283 176.672791044204 232.124138312 176.976953563846
164.908704912681 185.594383237525 204.018374522988 178.263331318074
191.206652712638 231.864202127656 276.740126115873 220.187404745299
170.671735478655 181.580003928917 215.88321734431 186.997091832218
177.495890735798 216.983590520599 243.004105748321 197.186685751835
175.0121191103 188.88252451926 271.726654864492 199.031194537057
180.401962921445 201.102752139041 265.448272100978 195.605921156458
178.264233402856 187.657809144003 225.126985916992 187.5710904177
191.375954477059 226.714733762904 258.81868494058 210.858327950835
166.174489890716 198.081608119457 222.226194823183 189.568096549907
169.869263726071 194.858192924654 254.396628168322 199.695494822257
163.779930260427 176.476899948215 209.23563546798 180.930063210263
178.457263189159 212.367004301569 212.103720675899 190.683812840407
176.522973625689 189.329713859843 282.085886184757 195.065114349467
176.091772585179 181.438249396571 270.210300639133 193.252663417839
164.461000973691 173.257898145384 197.146405068886 171.651869514465
158.969609233627 162.761610847777 245.927903031176 168.910946583462
161.715109597649 173.098087992442 196.696766932747 172.036426025348
165.652427741223 182.421797161813 215.291683113178 179.495155434864
183.4258818786 207.209108787625 244.903586072835 195.531114020341
164.648961793578 177.623762186417 228.069162641107 190.038253057074
187.717359897642 238.329768771993 320.030107562505 232.276936087847
171.709272916562 202.751303286556 254.807079084363 212.383426881601
168.233641002031 187.716481561756 207.372314845074 189.20223477798
167.888826568686 184.431643685057 235.312111085385 182.856794683862
175.78242697554 192.810445800094 230.089094570603 201.162526748141
170.023839196204 188.159744564042 235.554849583957 193.381352079265
181.260701959093 197.820091303425 248.750315872287 199.060677788632
289.348886513766 467.967007191735 485.886343360787 306.916072277298
184.654335190189 219.797467429202 238.45604538787 188.957600266209
202.32371070329 298.436078535912 284.036925646415 216.869454699833
163.741717304177 177.290311885154 214.853634749972 183.943638232243
160.721079272904 175.994784434628 322.181180825693 228.788387107453
169.847756994068 182.423864720671 204.61409057273 173.322661365826
173.375313286441 209.632247419842 247.088644486001 213.413183995154
170.778690107653 190.271154873422 225.868042604589 192.331948691884
167.674291433006 182.489484185488 220.160284336793 181.240142779781
205.908276805146 220.453268372652 282.337894685994 196.784920710542
176.989054985189 194.863284387399 249.57704354522 198.517888495206
160.206124045108 166.44214944024 227.485366709419 177.540232224503
180.142010859351 195.555361566736 241.715445676306 184.384580323293
182.407925935489 207.297667405337 235.368585585983 196.390552192593
159.234916392424 169.68183726842 201.293617647804 175.495315674216
170.524019271071 196.785699108035 254.715442575242 208.406037598502
166.882370422861 187.768348264031 203.320064651976 181.948195109232
161.827607189255 171.793156870826 233.270368154773 178.789356094248
170.781356846927 194.142293053613 212.587047034711 192.733636260542
189.463915761694 220.766885839955 288.277384682917 224.714858533433
208.273630199328 254.388103920721 417.669856058886 315.046200239179
170.619803727158 191.010145497067 187.174814564515 174.117840910117
187.633393442874 199.598951660538 248.812796721611 205.344307806658
168.111535239208 181.593915710859 198.013348450617 182.415518091792
177.20154557573 210.937162270027 326.653238164945 234.676345943307
170.00305402198 174.390732596951 224.219162157575 178.215637451319
172.243371679856 186.797972917015 197.409501521347 172.551394828974
204.113825384466 230.017573808995 273.70131871064 203.379421178788
191.03760698805 241.33470818679 294.233251513361 247.492778518861
164.45212565776 177.983220096576 203.975685850039 170.618743375576
163.046571591425 179.812547855469 239.715891587632 181.958545595722
165.401790119031 181.077499967896 233.473749821754 183.68154068983
177.066888937763 204.384347377841 255.663066994583 200.463035746723
200.024150741529 239.097117134366 234.569541054123 201.217852332277
155.787970507448 164.348529648459 179.92387702354 158.515845690463
159.413472872716 184.542618760857 222.8572801022 187.495103205843
175.099030555293 188.216762939749 223.00985101168 185.921199503558
163.660942440852 176.710482895737 229.07324256674 179.499087238687
176.312668432272 194.633188639139 230.388699789919 188.984483371298
179.104377968076 200.850538491854 223.249849137065 182.112333882233
176.131572254378 191.189550261424 225.812097043977 183.148367075587
164.49071083271 168.970470118676 230.39097286749 171.464386065222
179.293907196731 195.817265089067 271.275443174768 197.292168427085
159.869663587882 166.415055731147 212.895304872151 169.480345784188
157.938340658605 170.399140518496 217.253837749676 171.319577798972
173.849124273963 193.635919626011 238.549228786399 201.177255651693
189.78917352034 236.608028232133 255.343509624254 220.017494740219
159.306661472347 168.742020922323 233.885773103913 183.199827038127
207.69714051245 249.185965467988 421.100330704139 261.902749127325
164.327194539075 186.317480441503 225.390568676912 189.378156918837
173.763835414455 185.592695873053 258.527271585914 200.102158748977
191.036953192449 223.575005672621 279.750946431762 213.21784197076
190.289227676628 211.222481034318 346.575484529516 235.590839173921
185.49987238951 209.445517464503 278.309025796266 211.239669878939
191.643257327021 226.787158934973 249.302953203385 192.396009793203
194.038451442143 233.503816341064 310.504995810668 242.925996625438
155.234354957581 168.055234180807 184.220407435791 162.770821212764
195.630645644918 242.170515112876 284.723100798273 231.544055940151
180.265947602429 196.308927827035 263.725445260677 210.387169187626
167.397786131893 174.628337235588 208.251521898506 180.654826710884
167.197034596661 179.935037752089 223.233780403637 183.84780673663
159.3259361005 181.579659757526 232.334918288761 197.552497669822
170.816140941535 189.03074057726 263.398489288881 195.938876571295
178.876483989797 256.623366947778 249.471653886561 206.929567843742
183.278799301446 201.167635452888 250.750655856582 195.159671559782
172.076549667157 191.510468710029 246.094137658288 195.948545602133
164.404384455158 180.353884732391 204.797208433954 177.630157123149
174.395036942879 205.678468667988 288.327674589501 225.730259872855
198.779724579342 237.937575763733 287.180487697095 218.46812203767
225.085819717559 307.912535952777 260.066785780017 222.244954295458
203.830589300298 256.466503263155 284.17544689201 217.818220197047
181.976045325489 200.194833506724 240.39264349737 193.708390036513
168.260940769856 196.05470237334 270.754355741194 215.186333034696
169.250633360683 202.900208271745 375.237785620663 234.584761201938
179.497957401055 196.29334460072 227.970073229568 197.280460186976
181.081707153874 203.100504666849 235.933674260697 194.907299943907
180.170446515226 200.164876369857 225.964357008578 198.881001271373
182.905531916563 211.32695711614 233.763507581994 199.196352831556
174.130169596992 184.653679389752 217.145625729373 185.856395827291
163.206064330018 185.965380250302 211.211009846462 187.96398803279
215.172223836282 287.952659698919 302.59685546441 249.228321944997
246.512284699944 527.337752441647 356.893951488978 291.011005395766
161.541334165858 169.210439100071 206.672267542848 171.088800467927
173.400717595177 183.882791383602 250.148322357492 192.121256528199
169.565086319463 189.506190552841 243.481447445387 187.250296768597
180.429325101431 211.907634486181 214.015131696155 184.651068107171
190.832353746362 235.757781058569 344.923415073015 247.839725002112
170.465877663166 193.14405913708 244.129769522202 182.9450884736
192.631629361921 244.667030161495 251.936216219161 223.552170364811
157.047919580034 180.955414608716 226.370038534003 184.512409994518
167.531903561126 183.409544099873 216.351916602759 182.353181124039
160.724609275142 167.017411883187 221.739621538506 171.128481484552
169.56652289291 184.998990460678 213.291080677496 179.729281133393
187.298568285486 241.596865186714 243.425319743098 215.965181182741
190.304070826115 244.649263373019 235.958854972902 217.773259964387
176.232470256119 182.576983174435 271.590288444799 193.404850496732
217.729661856304 222.33486089448 304.038885968262 205.98954283513
162.519133930965 168.294297315216 191.233114657934 169.45620984744
172.922487531691 198.554977897838 267.366896759769 209.159349486774
169.094197184354 183.361416009637 220.87343381628 183.751825934595
168.563131978852 176.507478133141 250.68389230733 186.360810021269
140.018443139086 145.796454034006 165.973091990366 150.16432289683
161.571727213175 182.383362890849 188.233428258776 167.455558236921
160.683228340799 172.503652618257 228.266455433839 171.859889249343
164.22278895208 181.891185166766 199.672045862474 181.336227828964
166.458041493466 177.697850437086 229.45094280362 189.699383493963
190.416711148404 214.898344886694 328.927213701541 236.138652431871
170.793325395209 194.06980175582 232.194781432588 193.107140466018
165.618031172672 178.699580302568 209.73213578192 172.061473300558
167.938878463111 176.360521244643 207.25315936052 181.886024713837
172.498525249917 182.229650204496 218.832535721285 182.472492915592
155.381671048939 157.97305299777 218.403765625963 165.317683868431
178.764610331268 194.503164870987 245.360178453018 213.503876205373
175.714566791243 189.562460735386 251.56403010622 194.003601943162
165.864651446145 179.867186584485 212.494292843818 184.403629330167
176.449634399068 191.596575265994 273.205145519178 201.924676186625
166.318143392165 175.255718617839 202.4201856131 172.915274720951
166.636584546679 180.634653089594 212.774368391646 182.485390192164
169.345950597829 189.942057218133 212.428932625344 190.198234099461
161.275895227332 167.252923137362 208.744913600325 172.490124773616
163.844363413666 178.523689993522 227.610417894101 175.530508578425
204.414004127064 257.755759590149 358.146883494779 247.080351292923
175.1802862949 195.452346497324 241.427200210229 205.741171110516
153.759073318849 162.622642486376 197.803960162013 164.808081612271
194.965768125773 237.17725093544 250.442664932059 206.952319716585
179.525644331267 212.648332738838 226.804094757387 202.741481943295
174.803818198931 192.249170865924 222.107539834222 188.912451628629
192.344628606339 262.868788047159 306.904528168855 263.391013347338
160.825544047563 174.340716723934 191.658656435018 168.534012175348
174.20545433538 201.432202641011 269.496956180322 210.012610173464
170.449384001011 189.735106146471 255.841460699562 202.175602343375
167.236197365804 185.848301175567 285.544244607081 210.148789711915
173.956247566019 185.237318983217 204.665126590743 179.274499733004
178.651965196118 206.197376119748 265.088917357871 215.200319242663
178.938899958683 184.09201192805 231.428091922213 183.227954560515
199.570481688723 227.079842731593 284.675703226334 221.875035290612
176.917570123457 198.845079928845 439.064278735328 273.203704584211
163.3770554642 175.368435171284 219.272470720502 178.494167132802
163.161678663648 172.450067667967 212.695212199093 181.279774652794
176.4591823307 186.746147664669 262.749549006853 198.052970190929
207.21699312399 244.304748644731 309.058257423501 226.272157108001
184.512951161971 233.559176927006 328.699811604012 266.905293375564
185.112502631942 191.877455935624 198.389018210308 177.342714003698
179.042503371535 217.328906642602 237.471301566153 205.732635708395
178.813577207489 193.269774289565 239.298993796523 199.986112354968
172.205167771292 189.827571195364 197.773538555966 176.598411510311
181.241517160401 197.734765581567 251.34076700649 195.838123006851
163.489064162326 177.819803684487 201.405054469371 170.125313645033
207.429217606916 264.725839169646 448.949563915014 302.359042401273
172.252721310697 182.090468385787 223.632360474962 185.006078744041
169.071319510186 174.567502919389 195.247185543592 175.164126773277
159.823949985204 174.020260775859 208.871877748535 183.603504712955
159.65863983107 174.012539109432 213.430466724631 178.277760689882
188.944816465906 239.447221715893 397.213275265547 327.017031437766
202.654562710709 274.623004039691 392.926556060766 314.236527727722
186.227591852101 202.799075692808 237.50629180134 196.964351328356
199.391631286156 222.785450607515 241.346744577086 208.603240285016
195.323664064373 225.394297934413 289.233830565315 218.55433565634
171.915136119145 186.087162090225 266.688278079298 198.554869649222
176.2748737528 191.731928138485 337.538695999455 245.435543953469
169.860658696355 189.123031416415 279.904984285593 202.557032441373
187.331115384453 219.428048760922 237.626448481894 189.060792573549
174.086668582234 182.444648350676 238.634237343154 187.532821483654
199.469889357723 236.29957553608 325.149378557559 237.353655822588
185.022514301144 218.984955557707 243.004161399367 198.38982406184
171.113167311577 183.024123750949 225.521366969042 188.774669628848
160.920581623629 169.160661824169 213.8759052022 173.779604430708
167.317851453401 195.191905635543 209.441247414814 186.808410022593
176.694510262113 192.855643631856 241.869712556909 194.561850593249
163.63401467414 178.456923955058 283.164143232385 183.487885841371
166.846345033689 179.173104482798 189.799409660992 173.093334073407
177.814496222499 191.943408391727 204.127265099043 179.558536610693
224.065061065347 266.162417794185 429.337992841492 276.113111540267
190.201052711443 216.456221688979 261.028468508568 204.663529669508
166.837578987487 186.522593827258 249.079534333869 193.058046380066
159.208739887201 194.957146688406 279.399343533583 218.146238899199
167.387723723367 176.158569572538 195.99407639179 174.535007983511
201.386606831387 311.447628385564 461.59898487426 307.604151911849
181.575638363723 194.176317340645 223.168325721894 191.799406074368
202.792051732423 288.093868099427 302.169104323892 251.639766167422
216.479605960987 300.471289349991 292.961029650458 244.227563706871
178.71923572435 197.44162759337 249.511435938835 197.675688334919
162.732025310241 174.966636538588 206.242240412155 177.025037465799
175.159621827565 191.21627725932 206.824248031848 187.581720222536
174.387893653691 187.827933048181 239.839182001145 186.030693852188
178.527869363417 204.47855388175 361.765629012736 230.74670426904
216.272795992081 259.569488451944 255.852077027924 208.428035399989
186.451622827767 237.108728148119 251.58969097872 224.874788026869
169.498876129828 174.019767041905 225.386495728634 177.12649098827
163.290226225706 171.772846993808 186.44195534523 173.438017894315
161.657506397633 175.723074469191 200.596570564649 171.776219756772
175.035549235158 203.201438420957 242.059124403737 219.812100493464
173.894823961607 198.557656998502 252.893907315862 200.670407912542
162.190661143626 177.569944461532 205.402728872261 176.156388079556
174.735667450815 203.784817388779 230.052131122744 197.805110725038
176.821259600544 190.253976900588 242.716636128039 193.50391602493
161.996193862774 171.272836271752 191.626375411774 170.390417500118
176.115962508343 206.888763737859 252.841963632662 194.597016426282
168.155410202746 186.756113748195 213.272707007526 182.215784049574
176.880444898161 191.339519123967 245.720205438241 193.233185082223
181.701286318857 206.105250536543 250.842821454489 202.288563630181
173.689429646699 193.080375759471 274.614435253553 212.808796042436
179.58405525365 218.076151060401 335.291914759676 233.089477929756
165.495242617101 176.891241853736 224.221114097335 179.942297903143
180.17055687239 206.074061679767 228.488255620509 194.955218389488
193.141736869581 222.78789813379 270.34034946735 209.29675948567
194.010676789091 236.917056030275 328.422121332802 251.546669050704
175.009465781979 196.614243815148 257.701764090124 195.201592083111
170.191757938151 186.316374984019 237.351156417739 192.029321741543
162.513082968456 171.721925263156 206.781384487581 177.182248801202
172.951452681706 178.698701154706 242.736648585664 186.588651104564
164.94181221444 178.195686007506 274.192313148192 217.140779581164
169.606040561151 184.535485158243 250.341408142803 181.068824826142
183.054792603242 212.51700537907 276.634344736466 212.858509308274
171.289418969802 180.320830117069 227.091802494569 183.748695882204
190.237050116042 225.003764720341 246.7154336584 203.711129352235
157.231553875047 170.734235192504 199.770038640641 169.117932902909
222.852832012152 393.146723138 327.877470179986 273.687648189749
177.671632386116 188.487182092395 219.221536733406 176.130009395001
168.257883680801 186.173419690309 222.226141764194 190.31286778125
180.271128806993 204.11653398817 259.582590394594 215.468542362073
158.861702923866 181.677304956525 232.796508103251 193.449944483932
186.027051500249 209.411643509919 314.79131442668 257.342450709724
167.61845640196 185.843327624641 239.843045365218 180.334879200389
177.99628421793 191.327129673821 269.90080273479 193.845453688932
191.915201280418 231.88964067895 283.872883677958 232.851772301558
170.791527602822 179.336124815453 235.124154929566 180.487517788922
169.231949709829 183.879454132495 213.429694338039 189.126187510573
173.507407594226 194.361197259106 234.163889791638 191.121133847053
177.584889289958 202.553085156486 287.2694575985 225.434038079837
160.517795416668 177.83821172651 226.346110730583 179.451781807064
169.226169172975 178.118288637694 195.067315485069 170.663181909402
160.644944134503 178.092838254199 274.720929228599 198.026023045471
165.739136119347 171.963171182817 206.857551966638 176.133470853803
