"n_obs" "vglm_cl_N" "em_cl_N" "em_el_N" "em_pel_N" "vglm_cl_norm" "em_cl_norm" "em_el_elr" "em_pel_elr"
257 472.79342685732 469.684156505432 456.371039493358 454.641896307136 0.665760821795156 0.633032008127864 0.509214567765412 0.492145811355385
231 341.322605698482 340.457465659039 332.398529984677 331.838102501803 -1.10699945265879 -1.10201262637601 1.01985001952426 1.07047024886606
250 325.208343613254 324.682787565494 319.296256798345 319.114558624205 -2.21077380565433 -2.21017997006554 2.52140329930853 2.58679312223967
258 392.394279846559 390.950694938159 380.154512369294 378.925550354356 -0.109689681153736 -0.139270283439462 0.0759312186360148 0.090247452938911
257 379.355090086696 378.213661191 369.037329937896 368.340734770732 -0.344091814735832 -0.350687614654272 0.228431002527941 0.246019200143564
272 394.301516662959 393.609991717671 386.83804914743 386.495487107526 -0.113473447701395 -0.128088069515931 0.0635024858288489 0.067716587077939
251 343.732043927848 343.311248974498 337.839556065206 337.622565421266 -1.48095888704543 -1.4813066136227 1.61706251768919 1.65293523041009
264 593.73745297017 580.722845518789 549.819692132031 531.139015780473 0.805839656367599 0.793110369830719 1.46980663019758 1.35537717945545
251 413.306166719827 411.541607770177 399.489537781648 397.439602510728 0.159460772854209 0.143576452500638 -8.4641029843624e-05 0.000176528868905734
255 391.88328633785 390.770735357256 381.6278935022 380.474957683388 -0.126688164568294 -0.153968997133372 0.0754256392951902 0.0887760491618792
259 525.017636407038 520.020730524218 501.464655049493 494.384750148131 0.827303700160249 0.74300916854756 1.1092445056056 1.04582884051433
259 346.719805879779 346.14642287193 339.770447983925 339.548727750209 -1.33283536114859 -1.29875223934319 1.35575814361209 1.39074672549577
249 374.429841220147 373.600273885661 366.497489671024 366.088682062851 -0.479666125900506 -0.491217590103891 0.32381687428915 0.338310502738295
263 368.69614113184 367.629050369865 359.172459743695 358.788696225294 -0.59439782922502 -0.615865731760628 0.462845669733269 0.482284051524857
246 396.563628637532 393.606431237471 378.335249671978 374.894277171552 -0.0369923840752925 -0.071492586004329 0.0519598540590778 0.0811005550017398
249 532.344546478041 525.920817271853 502.75811595117 490.277165541484 0.738379872247683 0.644878161675123 0.831122928798322 0.742360246789303
252 517.786889228518 511.258522525128 488.6361014374 480.410819975514 0.694303599012548 0.679502739271028 0.677925122813122 0.620638544326539
249 475.05840884956 464.087467105401 428.644473461419 415.13643343563 0.380118708361977 0.315933329059622 0.0611394330312578 0.0248843120521087
252 318.000408583905 317.746033495164 313.834182330921 313.768507368659 -3.14442290570018 -3.14576717614979 4.41777356840976 4.46632772749081
249 425.964464171573 424.210005329145 412.314536230788 410.605147907267 0.295963816543706 0.263019335834504 0.0309515178837501 0.0244207155910772
253 449.538590143879 447.131063826605 433.720921336314 432.178340034137 0.490836469540907 0.477663320686314 0.189717669865786 0.178140591351621
263 414.500646109397 412.49742938982 400.229904470553 398.530735744573 0.179331235279551 0.139841376498647 0.000197578700408485 -0.000163820604939247
245 440.99866049877 438.374285286312 422.866433837877 419.18663658385 0.376551313084073 0.328875571620686 0.0739688667349583 0.0567971256473356
262 529.958293386809 526.009013266399 509.027478020643 503.619180805078 0.912129790592157 0.828520277373398 1.42364859570762 1.36955820384264
247 437.04547488829 435.295134351292 423.394764270332 421.276897149028 0.402880257606887 0.403314511098045 0.098533374417002 0.0852029120546831
262 416.083891870284 415.080123853365 407.073055835588 406.62023001503 0.250316399103939 0.227297815954148 0.0177276114727647 0.0159029234191621
247 345.824616361238 345.165315080915 337.739590109162 337.096441731627 -1.1640933265165 -1.2306620431908 1.13615467387444 1.20425892905087
267 901.758364900601 859.198344189765 800.47683168539 639.225204681232 0.864866111094377 0.794164009392221 3.59158529119395 2.9616915146803
260 587.672020080979 577.102687861557 544.73706482207 524.1736455758 0.79251233504432 0.725665718441573 1.3038449884325 1.17944893330014
269 388.051080681574 387.134847511056 378.751424949452 377.670774078506 -0.215727458140742 -0.217004369082417 0.133024341129385 0.153830221780936
251 483.613423144837 476.656505552114 453.458697484986 447.645148698283 0.525406408510348 0.475939509651399 0.267531737871195 0.234740586672615
258 370.20680428262 369.162433001419 362.408428174984 362.132200866982 -0.604339238623326 -0.620273756029059 0.448539279605029 0.462790352384673
261 373.657100328066 372.748784339519 365.514942206688 365.144725794941 -0.522666266742301 -0.526743406706857 0.376558851589834 0.391640163125885
261 367.123492434509 366.428025659301 359.28382159344 358.865608666475 -0.690982330536311 -0.683293325601082 0.556567191111753 0.579988461392986
234 301.036475833653 300.763101563319 296.776171857015 296.724704081442 -3.68173954604463 -3.74145976133794 5.05869328185372 5.09576788574441
239 361.191516713993 359.838943498613 349.312959783283 348.534211494941 -0.594724200193208 -0.541516896007974 0.455994711334824 0.48844840161928
240 344.716684497949 343.773750564147 335.830678087364 335.242353252929 -1.08197510529927 -1.15025764937169 0.986745064547449 1.04002466533984
252 353.79527480233 352.371706508369 342.876603754018 342.292794160184 -0.82495915705214 -0.806947026685539 0.698382773916364 0.74200754624917
250 315.441347192326 314.869484439991 308.208417780484 307.841605440569 -2.42899422232188 -2.45609485222208 2.68868465299238 2.8536180171177
237 393.480761101092 391.857872526131 378.758362281494 374.09012548732 -0.0767639429970015 -0.0916506130225934 0.0570112974578478 0.100001325693938
240 319.499557531479 318.639178107018 310.475125262569 309.948978634524 -1.83124667963548 -1.84922595094887 1.86811019849893 2.0030623406401
258 423.668120703051 421.898170367512 411.250999017858 410.200266177086 0.29708746120859 0.275815673104477 0.0312232259807388 0.0266078779623058
248 315.796481757926 315.453866415484 310.954707178479 310.846711137149 -2.93139460248147 -2.88315581728163 3.7653336711528 3.82173662047808
251 426.394221375499 422.874178251641 405.772374249713 401.600834423061 0.243350031359901 0.201226475689398 0.00684087791705679 0.00122202079637646
257 364.220058054754 363.433274063414 356.627826463397 356.332198916087 -0.756883942240074 -0.784722002900309 0.620613883873375 0.638607461065476
245 419.206968659133 415.565356005502 399.421830810738 396.433420818073 0.180836320749383 0.14676946519791 -7.9830582762952e-05 0.000159248446834681
235 378.400482382457 376.322055931186 364.183140215083 362.336332147928 -0.271735395378664 -0.308878600486191 0.176231566019396 0.209780619710273
246 373.910934269535 372.723530178354 362.405425534846 360.992897889599 -0.397976044249146 -0.393271030286025 0.274142075064901 0.312468376710058
254 477.944278974429 472.405255411578 451.288796680004 444.611659867352 0.53908789101691 0.463724771372673 0.271188109458762 0.229791711631606
256 444.877768640538 442.827841175527 428.452147001675 421.776812887417 0.448860495645846 0.482118456632285 0.132076288066401 0.0887617605608284
258 360.171057365128 359.212961085583 351.057519861503 350.692757620904 -0.788407864584073 -0.786384876448335 0.665653474291048 0.690859519076639
263 422.241220962037 420.882635036741 411.350002642248 410.60123203725 0.307823781982861 0.283815759941091 0.0369366429631555 0.0329871821268171
233 697.829089428897 673.035938439481 628.43286515541 550.311252811156 0.747601578676672 0.740344290077874 1.39982540691426 1.06922893298997
267 404.999010949989 402.692666181593 391.53194895078 390.287106803866 0.0673387923259368 0.0377661058019822 0.0113961252500303 0.0166221669860533
250 437.349937461509 434.909087561083 420.126018785644 415.257471822586 0.364128671926056 0.365941636228784 0.063530337879456 0.0413108545649266
270 380.184365379681 379.519804009046 372.491225557426 372.015829576559 -0.413209286751148 -0.444602279974982 0.279462686920851 0.295403374690522
250 336.507135442303 335.880815805 328.975432761884 328.451103000237 -1.52986494503261 -1.48600695363093 1.61103213307615 1.70101817575278
256 369.263455724667 368.622980368004 361.606049467623 361.158321133844 -0.627598318737623 -0.607065452680163 0.481696451316566 0.502716951139064
254 383.971084755322 382.745969428953 374.951918931646 374.463948617487 -0.275285200121674 -0.311497566998562 0.162609314913425 0.17267770650551
241 485.98368298202 480.597627823018 462.956684574555 460.061592305845 0.597807577140368 0.513516543604675 0.412620812078785 0.392771386087134
255 402.101702305004 399.675375919544 386.508529080877 384.756505664844 0.0250801643132108 -0.00369633975072739 0.0240604279047147 0.0339454982595271
264 535.409260953244 528.089988051723 508.509552472105 503.520826723202 0.827822900593936 0.813608301873373 1.29222882178919 1.25050492667651
267 366.047603190191 365.565254856759 360.00416879437 359.79884926071 -0.853886666111468 -0.872132752058582 0.747652629007007 0.764576374407625
258 416.039234219671 414.071468829984 400.498353654432 397.062155440602 0.184766101273314 0.164590026927644 0.000381682175429887 0.000412376660278824
253 377.284566702308 376.490324357948 369.087666571598 368.567306443999 -0.422015663213282 -0.429187917626594 0.276977605989032 0.292461071330308
229 296.551986402332 296.32610295866 292.708278569062 292.678666311882 -4.0386951745381 -4.05750408443868 6.05337440720359 6.09314610754154
244 368.141889156958 367.277275706952 360.567079186798 360.283670559493 -0.612274966117396 -0.610613161186728 0.447487999734221 0.459298576118726
255 380.176005711947 378.923479585416 369.675475830907 369.092356220925 -0.322420539381594 -0.352834860380312 0.209778692280452 0.224089754034594
250 302.67928405923 302.424133194149 298.086608503124 297.968430632301 -4.01863659583868 -4.09949443837826 5.24120713272441 5.39143509961241
262 394.951885537535 393.437358208177 384.132617151865 383.569234327457 -0.0781104349050956 -0.0994857641444816 0.0562416561301688 0.0621676733712775
248 339.387685191541 337.983666214592 328.855673765669 328.609614610706 -1.16377494832923 -1.23073754485051 1.04449385850967 1.07858206878609
244 324.146484878017 323.640268924783 317.270498968653 316.916387690357 -1.99720416946316 -2.05405457225135 2.27492915331277 2.36734490701929
244 517.914657064741 509.740512898463 478.794853902934 456.65282188875 0.580425781446862 0.534666208672814 0.383100776048195 0.267975313307488
263 467.002762009114 464.740613516123 450.467509128379 446.379296380003 0.638297100825855 0.690272555381455 0.415541545107317 0.375864753534188
257 417.60097871647 415.365007606664 404.705725903965 403.907969669837 0.220162435321058 0.194303630436014 0.00681250899560837 0.00509078583081646
237 469.984018819641 467.758608890792 454.604039261968 451.948531503251 0.618751476340354 0.577499549015442 0.393146032019104 0.37027164463143
248 328.531612533468 328.099220204258 322.839062391992 322.701235603098 -2.0749161123669 -1.95586122676931 2.45004395264823 2.49339846060593
239 321.345825955808 320.95811034292 315.870848604033 315.718019051168 -2.28880519804215 -2.13944991456002 2.85458394646184 2.89965520980422
