"n_obs" "em_cl_N" "em_cl_loglike" "em_el_N" "em_el_loglike" "em_pel_N" "em_pel_loglike" "opt_cl_N" "opt_cl_loglike" "opt_el_N" "opt_el_loglike" "opt_pel_N" "opt_pel_loglike"
120 160.498057010998 -665.944519506895 160.498057010998 -665.944519506895 160.063014921084 -665.954278366458 166.323151192232 -88.793178602963 160.723682712836 -665.944467956581 160.268924796884 -665.954232858152
125 206.763299373568 -694.332208308963 206.763299373568 -694.332208308963 199.639346946736 -694.396196328249 226.422397293307 -87.8881624494321 208.089252282917 -694.331997160006 200.537054599874 -694.39604199594
128 151.236635174558 -724.667304113909 151.236635174558 -724.667304113909 151.172860917604 -724.66879859742 155.482978279425 -101.159401072198 151.355518246225 -724.667261931109 151.285076927244 -724.668760191585
140 217.580884132046 -817.074017189116 217.580884132046 -817.074017189116 217.197067322307 -817.07859447848 225.871984319683 -122.351381194716 218.100000591871 -817.073934610173 217.700088276895 -817.078514520184
134 174.938940048396 -777.874911236956 174.938940048396 -777.874911236956 174.902419815393 -777.875517693314 178.758846190746 -118.902840357347 175.083864142903 -777.874878398742 175.043727225551 -777.875486056619
115 424.731464692359 -643.934889936459 424.731464692359 -643.934889936459 348.92277570273 -644.096234440178 490.831954977745 -95.1169253670305 438.806342927785 -643.933939902701 353.658352297394 -644.095782430331
130 208.954017164074 -716.177315361136 208.954017164074 -716.177315361136 199.859251524221 -716.271389170714 228.290291145356 -80.4946177252695 210.237502928864 -716.17709958035 200.627083920718 -716.271245793365
134 197.797470317141 -748.45490256924 197.797470317141 -748.45490256924 193.545551326796 -748.511540329816 211.104489498313 -89.307264837772 198.505499129106 -748.454783548541 194.095474182491 -748.511440740106
134 158.577142475729 -757.395584768094 158.577142475729 -757.395584768094 158.44979533269 -757.398886660143 162.868708557703 -98.6113532668236 158.695487666993 -757.395546206807 158.571211287553 -757.398845303336
131 231.391385894453 -744.204863767334 231.391385894453 -744.204863767334 227.931076953352 -744.233784703731 247.439363604917 -102.591392509528 232.658786744933 -744.204682293706 229.005724541483 -744.23362684128
132 528.831829069134 -739.141427953796 528.831829069134 -739.141427953796 367.248527877606 -739.575653149257 595.931869068983 -91.3816363582549 543.915462351593 -739.140650079251 369.881794223626 -739.575409337053
126 169.237692517856 -715.308111252415 169.237692517856 -715.308111252415 169.047645647904 -715.311587765007 174.558018852519 -103.257380569898 169.453434069796 -715.30806028335 169.265480531568 -715.311534454946
120 162.74966404138 -679.198766548502 162.74966404138 -679.198766548502 162.621212753961 -679.20110969352 167.926747420446 -102.031583920442 162.962553413434 -679.198716974583 162.821441093401 -679.201064882985
134 180.634464986368 -758.18266608103 180.634464986368 -758.18266608103 180.151684689745 -758.193315807291 186.696991463368 -99.155847871346 180.895935059641 -758.182611026518 180.392107503388 -758.193266532823
126 199.719440357702 -698.316745910026 199.719440357702 -698.316745910026 195.471039221874 -698.369018715611 212.79488597283 -86.0779435549632 200.526736855199 -698.316615291618 196.092341241715 -698.368914918938
128 171.138223537406 -717.963159309953 171.138223537406 -717.963159309953 170.724946110152 -717.972601311465 176.818414411185 -94.2213092561258 171.370507824338 -717.963107318012 170.941804538868 -717.972553619914
132 260.960509097117 -747.333087527288 260.960509097117 -747.333087527288 251.049941358785 -747.394302748804 284.625002425076 -99.7711066817745 263.248825274436 -747.332808687893 252.65509012229 -747.394090362643
132 289.79888603149 -742.313801250999 289.79888603149 -742.313801250999 227.289819315537 -742.513114649999 387.608147179845 -94.6661511624572 300.906094002317 -742.312734595234 229.344881363736 -742.512806789193
126 178.970957142225 -714.417958770358 178.970957142225 -714.417958770358 178.660198351662 -714.423180231671 185.375402881056 -102.295437307228 179.273893628134 -714.417893868511 178.953718284026 -714.423117414214
133 195.539864323494 -759.42807338104 195.539864323494 -759.42807338104 195.099116633506 -759.435703855764 202.081844112674 -106.198200270672 195.896643099516 -759.42800962462 195.440172697004 -759.435642902908
120 155.502247268101 -676.059067312396 155.502247268101 -676.059067312396 155.41058635987 -676.06109535244 159.65327281446 -98.9614157567494 155.650233421309 -676.059031874371 155.552173733086 -676.061062972587
126 194.973907356725 -707.88403378747 194.973907356725 -707.88403378747 193.573143999587 -707.903740628609 204.373373421765 -95.6718293823739 195.526046401586 -707.883939009169 194.075337580911 -707.903652906504
128 338.784940904669 -716.236955332066 338.784940904669 -716.236955332066 292.269476616952 -716.415508547126 382.736440799333 -92.0479543841246 345.12211187722 -716.236390256008 294.656335371182 -716.415226533685
130 250.891750635239 -739.933959827165 250.891750635239 -739.933959827165 248.411517513093 -739.955859311212 263.464533026702 -104.151892606126 251.991007744567 -739.933826070088 249.402122990906 -739.955738798451
126 177.644447078426 -705.341279216829 177.644447078426 -705.341279216829 176.794395100607 -705.35672052518 185.046712528319 -93.2238682263415 177.986417968854 -705.341213403512 177.11494519766 -705.356655029354
127 180.795046148363 -728.651058183566 180.795046148363 -728.651058183566 180.602214636252 -728.653745723821 186.951691842864 -110.682815881057 181.081186218874 -728.651001076 180.891925719341 -728.65368615814
124 152.917325072522 -694.526825994583 152.917325072522 -694.526825994583 152.800196996404 -694.530170198955 156.80509553505 -94.2863364997754 153.030028991459 -694.526794931248 152.908041063978 -694.530142890555
114 146.104779583906 -633.683725899392 146.104779583906 -633.683725899392 145.973485839025 -633.686843635041 150.522401444644 -91.1991290480296 146.253041457823 -633.683685687142 146.113509799245 -633.686808441874
127 218.003018099013 -715.145667471875 218.003018099013 -715.145667471875 215.052716558806 -715.174529901054 231.481777960607 -97.0070575002279 218.969614213672 -715.145531840159 215.910391936482 -715.174404147773
138 161.50062659 -769.08326020299 161.50062659 -769.08326020299 161.098263688733 -769.095925331877 166.867897178261 -86.6550644145595 161.648952572637 -769.083212149484 161.219616168326 -769.095888284804
128 200.116840299753 -713.687239417461 200.116840299753 -713.687239417461 196.616102069276 -713.727409370312 214.370387673424 -89.7611119745932 201.008235213921 -713.687073067759 197.316416594261 -713.727272821079
129 158.539414102796 -719.276167654634 158.539414102796 -719.276167654634 158.259945713623 -719.284323146511 163.143183282443 -89.8184878920356 158.687653987017 -719.276128521403 158.397090095886 -719.284285263415
134 207.050662448357 -752.445952438414 207.050662448357 -752.445952438414 203.817019646745 -752.488247491564 219.043885960527 -93.2611826874793 207.770224134519 -752.445839410953 204.395125326572 -752.488156137044
129 159.312721683397 -723.542384909444 159.312721683397 -723.542384909444 159.075634399835 -723.548467253913 164.316050047564 -94.0729540056927 159.467298896073 -723.54234079671 159.225184831064 -723.548424689675
122 354.346077117712 -685.300527452366 354.346077117712 -685.300527452366 302.688430789743 -685.453055509516 407.190872141234 -96.0784673620407 362.885401670254 -685.299830843875 305.918979569557 -685.452703713076
130 145.951933620531 -722.037351287573 145.951933620531 -722.037351287573 145.884790790708 -722.039793103742 148.514215831388 -86.9730658348976 223.692835652075 -726.815294505198 222.38563056338 -727.159949349904
126 213.324648311956 -714.342378909364 213.324648311956 -714.342378909364 212.109019140474 -714.356829363119 222.844538474074 -102.062839719434 213.984215239804 -714.342277810064 212.735011469678 -714.356732844374
132 160.883251124559 -754.398879831772 160.883251124559 -754.398879831772 160.822250681335 -754.400026230046 164.290932332862 -107.341007841517 160.974660180812 -754.398857050398 160.925081665607 -754.399997595315
122 180.298271547546 -686.000299478609 180.298271547546 -686.000299478609 179.58326524774 -686.010601363603 188.674415178842 -97.1279674526293 180.732704380357 -686.000208883223 179.998730764598 -686.010510875583
123 171.95578856224 -690.122764955816 171.95578856224 -690.122764955816 171.337863986707 -690.132820737453 179.992344869086 -95.4971593975279 172.327767373175 -690.122685239326 171.687797811177 -690.132748279105
131 173.88372040763 -739.816468550618 173.88372040763 -739.816468550618 172.857311415167 -739.830598999455 185.46481149634 -98.4609680419841 174.36670525578 -739.816356444142 173.290792655832 -739.83049287985
120 185.872133595256 -674.130013506885 185.872133595256 -674.130013506885 184.996512253398 -674.141909426937 194.354463313095 -96.814943300046 186.346348930131 -674.129936267097 185.458341970434 -674.14183069062
125 203.721812589584 -690.694279585378 203.721812589584 -690.694279585378 196.523189606352 -690.769827314853 220.558373432915 -84.2647246341739 204.8015469354 -690.694109215169 197.267258759658 -690.769699810774
130 189.307289779678 -728.162230269538 189.307289779678 -728.162230269538 188.233760371759 -728.181556795352 196.924719728704 -92.5870659170991 189.697160864286 -728.162159477172 188.594200397082 -728.181489853768
128 177.816983301055 -713.044510516758 177.816983301055 -713.044510516758 176.264431258628 -713.071379309478 186.777104019352 -89.243158386925 178.214417512722 -713.044434598913 176.633169318149 -713.071304865371
117 156.212404356166 -640.480700474117 156.212404356166 -640.480700474117 155.547579775713 -640.496906690166 161.97538413469 -80.6686049426457 156.431289869495 -640.480651969908 155.750330928102 -640.496861336862
133 222.750916842484 -748.42805175773 222.750916842484 -748.42805175773 215.814798810432 -748.487234037371 242.900223109773 -95.0688029477375 224.197089775015 -748.427817454731 216.84055980613 -748.487054703156
128 174.91941069002 -710.091394842178 174.91941069002 -710.091394842178 172.431501089716 -710.126629611962 188.429109964584 -86.2953398101736 175.515595738616 -710.091255073324 172.904313012534 -710.126510272662
132 219.071295014255 -723.451065135461 219.071295014255 -723.451065135461 204.824125278511 -723.599626654245 239.54204998559 -75.9873525703922 220.470004808249 -723.450862936831 205.540783757958 -723.599504664633
126 192.406760873705 -706.821399753308 192.406760873705 -706.821399753308 189.639937669412 -706.852263175161 206.474465694947 -94.6103308917416 193.23133707697 -706.821250874726 190.320824544762 -706.852134706305
124 303.769925924968 -691.391233790712 303.769925924968 -691.391233790712 275.410278094324 -691.529357273175 333.701005280361 -90.590949395296 307.447677277375 -691.390914737334 277.346807774677 -691.529159186187
140 173.013281907415 -801.243298290012 173.013281907415 -801.243298290012 172.828645154675 -801.247242993523 178.748623259801 -106.816279593939 173.208432541886 -801.24323779595 173.015889591123 -801.247183796442
126 348.468581007129 -692.404917408441 348.468581007129 -692.404917408441 274.966908228328 -692.744981505814 391.27611983446 -79.9015527229245 354.572754467452 -692.404450258436 276.512373903473 -692.744800128069
129 160.234697105952 -732.190776084401 160.234697105952 -732.190776084401 160.103255057357 -732.193764554473 165.236033897719 -102.710282301678 160.398095819695 -732.190731411499 160.254008207409 -732.193725557011
120 177.946181029762 -667.567483252063 177.946181029762 -667.567483252063 175.999495475162 -667.59152992162 190.420584068242 -90.2810117932487 178.603513349736 -667.567350781381 176.558187751216 -667.591417298037
127 181.943580608097 -707.97519103137 181.943580608097 -707.97519103137 181.081036291274 -707.991604241721 188.924596363013 -89.9976327464526 182.280832974719 -707.975126804648 181.400143183677 -707.991538877788
125 162.062213709029 -706.473760203315 162.062213709029 -706.473760203315 161.788158608165 -706.478730608372 168.77739917317 -100.303823601735 162.318138269781 -706.473692901227 162.033336926452 -706.478668119184
128 257.987454740322 -719.568096828108 257.987454740322 -719.568096828108 247.210583758819 -719.638302800983 279.94705958907 -95.4838959829263 260.066822597566 -719.567860968137 248.684294596221 -719.638121117455
136 328.283696305962 -753.284739536354 328.283696305962 -753.284739536354 251.133425929448 -753.690322355571 376.733176496576 -82.0288411774818 334.237781931299 -753.284263486979 252.336415808538 -753.690175899388
126 165.63376367667 -717.708039439118 165.63376367667 -717.708039439118 165.539852941062 -717.70991806471 170.194613281177 -105.69085350693 165.806622455454 -717.707996466051 165.710290152625 -717.709878469602
125 157.073584521238 -709.27519571585 157.073584521238 -709.27519571585 156.979498454458 -709.276886206873 161.416848565453 -103.168616136487 157.216843706732 -709.275159419569 157.125400914474 -709.276844930021
117 134.172324846936 -646.13543403306 134.172324846936 -646.13543403306 134.13144598736 -646.136751037773 136.868033636829 -86.6517706050138 134.223486304237 -646.135416603818 134.180103169747 -646.13673502532
123 176.663922311616 -687.804022618429 176.663922311616 -687.804022618429 175.905130693825 -687.817420143252 184.060398366562 -93.1508864658334 177.024852335853 -687.803954234291 176.235292624248 -687.817358108538
120 167.653280512176 -656.513502289274 167.653280512176 -656.513502289274 164.108255561081 -656.560396333717 183.005665056009 -79.2777976356427 168.352892102485 -656.513342508511 164.612386723476 -656.560272644507
133 184.07983127416 -768.122083695894 184.07983127416 -768.122083695894 183.935258446053 -768.12453422611 189.773464921749 -114.960857235945 184.340580882696 -768.122030618399 184.182489311262 -768.124485940969
119 181.648594608029 -667.14055483772 181.648594608029 -667.14055483772 180.844953360045 -667.15202037312 190.064235072595 -95.6254016041347 182.114364317284 -667.140474007159 181.272515239571 -667.15194707594
129 161.333310938252 -723.118826396564 161.333310938252 -723.118826396564 161.203452515623 -723.123063530152 164.836740720238 -93.6339998403331 161.44604082549 -723.118800435854 161.304297172522 -723.123040631608
133 268.331292607839 -752.106709428853 268.331292607839 -752.106709428853 256.723245425182 -752.184828919542 289.467687504266 -98.6477887558034 270.33923705184 -752.106498125367 258.151747764909 -752.184665467724
137 221.743987494132 -776.742615141816 221.743987494132 -776.742615141816 217.561953998397 -776.782733788888 238.341490639537 -99.7768532285142 222.87476400689 -776.742426930094 218.468950899961 -776.78257479126
133 207.164031959042 -757.450976884994 207.164031959042 -757.450976884994 204.491690660893 -757.476742544915 223.037595361706 -104.150023832636 208.172471178804 -757.450795209763 205.336400893995 -757.476585582509
127 206.659970474847 -701.466821136407 206.659970474847 -701.466821136407 201.486396162428 -701.531192615076 219.65499538152 -83.3648095493211 207.493199834563 -701.466692282048 202.096953667493 -701.531095848532
128 180.854383909836 -712.67401005307 180.854383909836 -712.67401005307 179.641975325612 -712.697624318723 188.457325409661 -88.8577191661941 181.209197121205 -712.673942367636 179.946217948487 -712.697566657379
133 195.101511156332 -756.598128699664 195.101511156332 -756.598128699664 193.690734014194 -756.613904594384 208.52925817045 -103.353843203164 195.864987651475 -756.59796282541 194.367744479086 -756.613753466761
121 179.285047309051 -671.87791683984 179.285047309051 -671.87791683984 177.513163171055 -671.903153188921 189.818381737071 -88.8013460356608 179.844758005269 -671.87780492565 177.995278099928 -671.903058659809
131 148.748622239775 -755.781469051195 148.748622239775 -755.781469051195 148.748612617908 -755.781469058309 150.421654040862 -114.81211639873 148.781373962374 -755.781458958141 148.781352831231 -755.781458956524
124 346.0511346134 -684.008007935835 346.0511346134 -684.008007935835 202.655199375791 -684.373514115999 517.149969546496 -83.1262348899883 372.837851025416 -684.006219456092 204.155512768467 -684.373263328261
124 170.554401598263 -701.178794736862 170.554401598263 -701.178794736862 170.373623288119 -701.182241887185 175.291974449043 -100.763807374293 170.741261267086 -701.178758408236 170.566881397223 -701.18220208468
137 184.63259987474 -778.929559340029 184.63259987474 -778.929559340029 183.877482529285 -778.942033843014 193.559461337697 -102.155852810108 185.044200099092 -778.929464123628 184.253438095488 -778.941946879549
128 265.93752746285 -715.798566980011 265.93752746285 -715.798566980011 244.018154845506 -715.915899298228 299.695640720404 -91.6921825664411 269.421831240983 -715.798151344912 245.73623812631 -715.915650864231
115 172.518564274276 -636.393257954292 172.518564274276 -636.393257954292 171.366786751646 -636.410346738378 181.41353664795 -87.9571974433636 172.969883546336 -636.393170077063 171.782429430993 -636.410265459333
128 158.685294821201 -707.265175378083 158.685294821201 -707.265175378083 157.969546028102 -707.283364746567 165.114940218041 -83.6398626959282 158.883677301162 -707.265123561891 158.15324382141 -707.283317802472
129 213.750967795996 -732.548791931937 213.750967795996 -732.548791931937 211.891962228467 -732.568281596137 226.070841549361 -102.723669444154 214.610334009162 -732.548658878122 212.645961107275 -732.568165867886
121 171.237879027245 -658.27296876107 171.237879027245 -658.27296876107 168.723746931619 -658.321119629112 179.99607594868 -75.2472902400008 171.627149327154 -658.272896697495 169.04095896683 -658.321056996332
127 231.07410302687 -703.930017616297 231.07410302687 -703.930017616297 215.427918936297 -704.054305866827 254.495535400227 -85.7450631637029 232.912184305756 -703.929789790046 216.418277733673 -704.054168079574
131 326.576819805944 -726.283539234856 326.576819805944 -726.283539234856 249.312445399639 -726.593861468366 392.671970724574 -84.4986655794564 335.325154465838 -726.282799666245 250.947286431933 -726.59363588419
118 186.232808834626 -662.709552969722 186.232808834626 -662.709552969722 185.183160624572 -662.721795881687 196.317875263712 -96.9420968263969 186.831154369672 -662.709450419268 185.751951470597 -662.721694896573
126 153.643820922068 -686.037451503944 153.643820922068 -686.037451503944 152.545211675581 -686.068232389614 160.34165115126 -74.1378846180617 153.848126914975 -686.037392484708 152.705050561975 -686.068188804398
125 186.643867951182 -696.102607567424 186.643867951182 -696.102607567424 183.394138512089 -696.139891448493 201.6981469177 -89.7447422687993 187.457336068286 -696.102444026371 184.033311386741 -696.139757441965
133 185.213257680144 -752.835903122352 185.213257680144 -752.835903122352 184.525154188816 -752.848463336465 192.577336506612 -99.6620230258885 185.556853123779 -752.835836261207 184.843058035099 -752.848401138473
137 217.476510720952 -785.458550236739 217.476510720952 -785.458550236739 216.703652606894 -785.469676406977 225.27067244997 -108.52259791739 217.962624254564 -785.458478128298 217.180271911898 -785.469603352007
131 222.890557671509 -748.264228888683 222.890557671509 -748.264228888683 221.399198515237 -748.279599973677 234.362244356766 -106.680258284162 223.721099963761 -748.264106761035 222.161708701651 -748.279487081833
120 150.048973762231 -667.777286534077 150.048973762231 -667.777286534077 149.684290820546 -667.783610824326 158.218077834772 -90.7186032467365 150.323832843214 -667.777198740372 149.947626657274 -667.783523644186
124 197.734842287757 -698.170056565026 197.734842287757 -698.170056565026 196.490756821344 -698.186782030841 206.922705492586 -97.5984447879133 198.300920265605 -698.169968641751 197.0057630425 -698.186701644646
126 159.46781513865 -707.776890130244 159.46781513865 -707.776890130244 159.138807431383 -707.783297176829 166.111468396297 -95.8097921493547 159.705855125105 -707.77682446618 159.366539328185 -707.783230832783
127 164.710650615891 -710.03867983995 164.710650615891 -710.03867983995 164.274388695969 -710.048579889923 170.928143552893 -92.190374172063 164.949574070366 -710.038617274263 164.492355763415 -710.048526701982
129 150.075811923546 -729.046660201535 150.075811923546 -729.046660201535 150.053155846987 -729.047300953208 152.46447587817 -99.7360115714796 150.122224871389 -729.046646642888 150.098577809266 -729.047287955827
127 385.00943370617 -718.387814486834 385.00943370617 -718.387814486834 344.187113081549 -718.52975142005 419.78921442734 -100.022089847817 390.573245899744 -718.387460977716 347.163084645832 -718.529529081
132 236.322608016679 -733.244687551337 236.322608016679 -733.244687551337 218.856853044557 -733.38003712299 262.558378367378 -85.7287575313166 238.404587129267 -733.244406548979 219.893362350167 -733.379869783239
126 160.771010625844 -708.35846834531 160.771010625844 -708.35846834531 160.507441375329 -708.364500042126 166.066793644838 -96.384392376962 160.950596162654 -708.358425823513 160.683777188204 -708.364458539889
119 170.452224954589 -663.517713446703 170.452224954589 -663.517713446703 169.628515316631 -663.529737935555 179.672891391105 -92.0608204585967 170.92052479757 -663.5176009311 170.062739677697 -663.529630156632
130 205.9767436507 -730.064734284449 205.9767436507 -730.064734284449 200.409243502266 -730.11190809381 227.153880502354 -94.3893367838388 207.323639525422 -730.064510481197 201.392089695345 -730.111731453087
122 282.510112187567 -675.143371447578 282.510112187567 -675.143371447578 247.124926849252 -675.308713237388 322.602026448449 -85.9867845023287 287.232171726033 -675.14288608637 248.916689746125 -675.308478735495
128 142.596717622526 -711.786188081945 142.596717622526 -711.786188081945 142.541695745299 -711.788164218714 145.624196948205 -88.4724076306316 142.658153483547 -711.786162632928 142.598708536322 -711.788141691829
123 239.253917768779 -681.755772405083 239.253917768779 -681.755772405083 224.738221321924 -681.84849300373 267.020508409284 -86.8621392664191 241.847146315796 -681.75541182511 226.180331959239 -681.848262173265
130 159.250347513512 -733.637064495108 159.250347513512 -733.637064495108 159.133108831687 -733.640015973305 163.096965852932 -98.3234207424934 215.127341483071 -735.450487831885 214.818479132345 -735.526248944307
135 202.174117205717 -760.753287513689 202.174117205717 -760.753287513689 199.278386116569 -760.7883000908 215.712294165334 -95.6869864533807 202.965940156068 -760.753142629315 199.93359252036 -760.788176770548
136 236.581728204595 -776.444347636014 236.581728204595 -776.444347636014 231.351355492024 -776.486394905895 254.678099804237 -105.349153524188 237.951272602126 -776.44416960299 232.453650682281 -776.486243390715
125 154.560433507493 -692.56733969873 154.560433507493 -692.56733969873 154.180054461246 -692.577813386611 159.837706836991 -86.485144435535 154.721576031258 -692.567296010713 154.328440118235 -692.577775863742
126 174.786779698376 -705.566910600312 174.786779698376 -705.566910600312 173.26044810367 -705.587619920926 186.724168777034 -93.4539147431016 175.339989611149 -705.566786455716 173.743832652495 -705.587506243862
127 167.275048068772 -719.042203723142 167.275048068772 -719.042203723142 167.126992668625 -719.04554744971 172.019822573258 -101.177293797854 167.457834999904 -719.042158851569 167.304012442744 -719.045507548296
132 557.101911695425 -745.131582067325 557.101911695425 -745.131582067325 418.946865928635 -745.465695158668 615.207570262384 -97.3660541626345 570.8066454991 -745.130948677481 422.66300971932 -745.465434346283
120 244.188512270223 -657.160049898955 244.188512270223 -657.160049898955 222.681766577409 -657.314239806937 268.973229042764 -79.6610454619297 246.500640811071 -657.159789942733 223.797978576345 -657.314095478719
121 252.816213407779 -685.419166947059 252.816213407779 -685.419166947059 248.133685445533 -685.448089834963 270.91730926553 -102.119409113791 254.581354728268 -685.418970045191 249.645018593738 -685.447917610132
121 226.438505139142 -676.026094129703 226.438505139142 -676.026094129703 210.376776773559 -676.102751940443 268.669357702754 -92.7518459905202 229.966454564714 -676.025619290168 212.151242616397 -676.10247608584
123 153.371501225153 -686.039953164146 153.371501225153 -686.039953164146 153.132201606866 -686.045928058941 158.29885613024 -91.5922030868577 153.521965435336 -686.039913903428 153.278962730729 -686.04588958317
137 161.78869606976 -774.410887783872 161.78869606976 -774.410887783872 161.620866491691 -774.415589633342 166.197357069682 -97.8937700630285 272.557122091079 -777.642568780896 270.785667029019 -778.051307459075
132 203.067402903909 -742.403433794179 203.067402903909 -742.403433794179 198.057350232925 -742.451146312275 222.335339343758 -94.9961321960282 204.239667441291 -742.403224230166 198.887382923093 -742.450990854118
122 149.903094716762 -689.570366891594 149.903094716762 -689.570366891594 149.838311657426 -689.571512319775 153.568476697628 -100.970716826025 150.002511914696 -689.570339665092 149.94655795889 -689.571479496673
124 154.342613362631 -690.438745235378 154.342613362631 -690.438745235378 154.101934545177 -690.444938522881 159.266941633969 -90.1743090275974 154.501279578282 -690.438698532166 154.255219636917 -690.444893421266
116 206.983687274383 -639.576057105228 206.983687274383 -639.576057105228 195.784699493896 -639.65861585451 230.873945166229 -85.2389164757837 208.724396166878 -639.575823323234 196.827766808219 -639.658460884131
125 165.827370560726 -699.072501469887 165.827370560726 -699.072501469887 165.329238478414 -699.082546236315 172.536358450346 -92.8693006090895 166.089859365926 -699.072435597721 165.576001599571 -699.082483770382
127 165.007284045473 -720.610368657395 165.007284045473 -720.610368657395 164.895035301156 -720.612973124192 169.315036961229 -102.768012798933 165.161478663113 -720.61033094218 165.040768149536 -720.612938933422
127 160.88801656666 -722.209899012194 160.88801656666 -722.209899012194 160.820479120741 -722.211400074739 164.854553250936 -104.410878783841 161.024752538544 -722.209857793607 160.955382206133 -722.211361608936
127 331.724909137042 -709.494072975589 331.724909137042 -709.494072975589 295.169315470522 -709.667737520189 361.808268144591 -91.1667972045508 335.7067065708 -709.493770062457 297.144209837351 -709.667558367096
119 163.448192409336 -656.804471710814 163.448192409336 -656.804471710814 161.617670137232 -656.828892614624 176.976513846059 -85.3801767558864 164.047220362399 -656.804320684274 162.108164601234 -656.828763654038
120 266.848578113746 -664.616299118525 266.848578113746 -664.616299118525 251.252621350169 -664.709296280711 290.247270604071 -87.0838788481027 269.367199971861 -664.616039659222 252.861676453 -664.709112354237
125 204.860300018838 -694.987671290718 204.860300018838 -694.987671290718 201.499997618876 -695.030023998426 216.305044006367 -88.5634105967792 205.597909134961 -694.98755836622 202.121291487209 -695.029925401001
137 216.823869672386 -783.692972199427 216.823869672386 -783.692972199427 215.006486002515 -783.714080357199 228.551109062801 -106.75207505352 217.588851410902 -783.692850210938 215.683516516776 -783.71397232569
120 162.111211806865 -671.519212809202 162.111211806865 -671.519212809202 161.783837085677 -671.525597311758 168.122124119896 -94.3538313933963 162.355735713346 -671.519158208816 162.016098655727 -671.525545733848
137 163.015242600429 -786.018600340754 163.015242600429 -786.018600340754 162.98008992182 -786.019457535039 166.280454569241 -109.491205935595 163.105687664623 -786.018570974433 163.067400116636 -786.019429645252
121 150.559861822907 -684.508333521935 150.559861822907 -684.508333521935 150.493758861301 -684.509426140435 154.421333855533 -101.686662349978 150.674009892162 -684.508302356117 150.616735836745 -684.509389394104
131 173.624018765503 -734.410553926065 173.624018765503 -734.410553926065 173.10540509071 -734.422377265369 179.494819135287 -93.0781256665451 173.85322519463 -734.410504125459 173.336584797649 -734.422325921157
136 1399.69040892359 -767.833976243433 1399.69040892359 -767.833976243433 397.07043583996 -768.92946274139 1693.54606879142 -96.3775827002436 1542.37702372482 -767.830614612462 399.781034428718 -768.929098263036
125 156.902392972506 -708.264167313766 156.902392972506 -708.264167313766 156.803085709448 -708.266284429574 161.655148643876 -102.157256073746 157.067669096557 -708.26411968447 156.95729525789 -708.266241466872
122 187.671411391471 -670.274913576768 187.671411391471 -670.274913576768 184.150247454162 -670.321622233595 200.27161641174 -81.3570969688336 188.410082033053 -670.274768980286 184.707110837731 -670.321509314477
128 178.641066333024 -726.021302148481 178.641066333024 -726.021302148481 178.122123200695 -726.029495234931 186.445973192744 -102.218335353034 179.000620310138 -726.021229344301 178.462962511199 -726.02942473824
119 178.840176672401 -654.272655022619 178.840176672401 -654.272655022619 175.959599891178 -654.312088219324 190.530329341777 -82.7632911474124 179.459148610302 -654.272539969702 176.474632774518 -654.311986818922
117 167.029042348199 -653.515354268024 167.029042348199 -653.515354268024 166.74911237136 -653.521152275608 172.347880353654 -93.6234460486797 167.272467254853 -653.515307223782 166.964848621287 -653.521112552057
126 156.680441109408 -716.525650186143 156.680441109408 -716.525650186143 156.630271015459 -716.526719243054 160.4320169901 -104.605742145904 156.79884273311 -716.525617712501 156.74444940616 -716.526688716343
127 166.648941423781 -713.599907382868 166.648941423781 -713.599907382868 166.339254305386 -713.606766914329 172.235097956471 -95.7368867289559 166.862020400502 -713.59985525471 166.545127700044 -713.606717378677
126 169.218313125785 -717.994289359607 169.218313125785 -717.994289359607 168.946454625406 -717.997793883562 177.688851916199 -105.932096609374 169.585485115305 -717.994192102329 169.304655102917 -717.997695308917
123 184.703426668541 -680.221001749193 184.703426668541 -680.221001749193 181.731626187787 -680.262040145521 196.347264925434 -85.5138311838733 185.337160538536 -680.220889991996 182.242046527769 -680.261946524678
137 179.142124478499 -791.830400468316 179.142124478499 -791.830400468316 179.083797936785 -791.831607235451 182.979756691039 -115.118335801486 179.283906324715 -791.830368881395 179.219976397774 -791.831577162728
122 192.281889734357 -678.728762288923 192.281889734357 -678.728762288923 189.499423894905 -678.760834054946 205.284924531734 -89.790722182701 193.08855274349 -678.728620334925 190.171129640536 -678.760711898508
129 196.258149776255 -720.592052951494 196.258149776255 -720.592052951494 190.136569712437 -720.641692545053 222.521749203824 -90.8056812011815 197.795779282061 -720.591756917808 191.146415990099 -720.641479515486
130 163.852376664103 -734.571983057666 163.852376664103 -734.571983057666 163.661030598147 -734.576312811755 168.896631046826 -99.1974780855241 164.027181755175 -734.571935254446 163.82992251274 -734.576264354359
121 149.086372538582 -686.556041504104 149.086372538582 -686.556041504104 149.056695932064 -686.556587798627 152.505654847817 -103.756194315164 149.188618047669 -686.556010593376 149.155919620231 -686.556558248989
127 148.630391763456 -717.387699535742 148.630391763456 -717.387699535742 148.583178142563 -717.388637619012 151.711294165884 -99.7657492624941 148.698394900492 -717.387679624757 148.65957483088 -717.388612044387
126 178.959232441481 -703.844413260485 178.959232441481 -703.844413260485 176.488834971539 -703.874205795552 193.764313887128 -91.6982791266955 179.68278608199 -703.844256141931 177.05540244725 -703.87408038369
